Frequency (Hz)	0.001V	0.00125V	0.0015V	0.00175V	0.002V	0.00225V	0.0025V	0.00275V	0.003V	0.00325V	0.0035V	0.00375V	0.004V	0.00425V	0.0045V	0.00475V	0.005V	0.00525V	0.0055V	0.00575V	0.006V	0.00625V	0.0065V	0.00675V	0.007V	0.00725V	0.0075V	0.00775V	0.008V	0.00825V	0.0085V	0.00875V	0.009V	0.00925V	0.0095V	0.00975V
1590	-1.23897	-1.28677	-1.27801	-1.30218	-1.31176	-1.25124	-1.30889	-1.27443	-1.31647	-1.28887	-1.292	-1.2924	-1.29127	-1.30523	-1.30869	-1.30312	-1.29897	-1.3087	-1.3114	-1.3079	-1.3107	-1.30027	-1.30588	-1.30716	-1.31939	-1.32526	-1.32106	-1.32054	-1.31335	-1.3218	-1.3329	-1.32019	-1.33948	-1.33102	-1.33164	-1.33093
1595	-1.30134	-1.31739	-1.30521	-1.27404	-1.2929	-1.30059	-1.30466	-1.31118	-1.3002	-1.29646	-1.31235	-1.29245	-1.30232	-1.29778	-1.30117	-1.30395	-1.29449	-1.31788	-1.31011	-1.30305	-1.30361	-1.31028	-1.30655	-1.32078	-1.32918	-1.32478	-1.32696	-1.31846	-1.31593	-1.32427	-1.33813	-1.33368	-1.33535	-1.32551	-1.33235	-1.33782
1600	-1.3287	-1.2836	-1.25396	-1.28533	-1.28922	-1.2957	-1.28514	-1.29368	-1.28229	-1.31756	-1.308	-1.29558	-1.31903	-1.32	-1.315	-1.3185	-1.31334	-1.31442	-1.30816	-1.32183	-1.31087	-1.31414	-1.3172	-1.32417	-1.33767	-1.33599	-1.33369	-1.33247	-1.33345	-1.3343	-1.33839	-1.33611	-1.33781	-1.34228	-1.34026	-1.33966
1605	-1.28955	-1.34654	-1.33904	-1.29195	-1.30023	-1.30886	-1.32373	-1.29492	-1.31757	-1.30731	-1.31302	-1.29975	-1.30549	-1.31639	-1.32367	-1.31707	-1.3248	-1.32041	-1.31553	-1.32433	-1.31876	-1.32709	-1.32356	-1.33454	-1.32219	-1.32785	-1.32956	-1.32612	-1.32317	-1.32694	-1.33779	-1.33878	-1.3338	-1.34412	-1.34739	-1.33787
1610	-1.30692	-1.35048	-1.28533	-1.33468	-1.31982	-1.31423	-1.32799	-1.31455	-1.32642	-1.32644	-1.325	-1.32635	-1.3182	-1.31581	-1.33473	-1.32366	-1.32281	-1.31267	-1.32777	-1.33133	-1.32767	-1.33466	-1.31848	-1.34434	-1.35271	-1.3366	-1.33986	-1.3354	-1.33352	-1.33435	-1.34318	-1.34794	-1.34786	-1.35369	-1.34883	-1.35408
1615	-1.46335	-1.45234	-1.43016	-1.43204	-1.43056	-1.45052	-1.44525	-1.42997	-1.43976	-1.42783	-1.45399	-1.44201	-1.45846	-1.45147	-1.44229	-1.45327	-1.45604	-1.46159	-1.45819	-1.46545	-1.46579	-1.47842	-1.47624	-1.46887	-1.46899	-1.48046	-1.49245	-1.4826	-1.49649	-1.48988	-1.49352	-1.49322	-1.49768	-1.49603	-1.50487	-1.50545
1620	-2.21069	-2.21432	-2.21928	-2.2077	-2.18679	-2.21139	-2.20266	-2.15568	-2.168	-2.14674	-2.18237	-2.17682	-2.17696	-2.19221	-2.18135	-2.19398	-2.19936	-2.16341	-2.16816	-2.16692	-2.19218	-2.18615	-2.17281	-2.20931	-2.18617	-2.19042	-2.20467	-2.22223	-2.22832	-2.19428	-2.20209	-2.22294	-2.20842	-2.2459	-2.23839	-2.25364
1625	-1.63268	-1.63101	-1.65763	-1.6426	-1.59873	-1.60018	-1.64874	-1.59449	-1.60134	-1.60699	-1.66568	-1.5992	-1.62169	-1.63776	-1.63104	-1.6403	-1.64474	-1.63363	-1.6307	-1.63392	-1.62752	-1.62672	-1.63136	-1.63157	-1.62818	-1.64489	-1.65197	-1.64655	-1.63186	-1.63779	-1.63735	-1.635	-1.63495	-1.63896	-1.6402	-1.63638
1630	-1.35655	-1.35907	-1.3964	-1.38529	-1.36254	-1.36938	-1.38157	-1.37947	-1.39239	-1.39567	-1.36558	-1.37423	-1.4064	-1.36419	-1.38597	-1.3979	-1.3943	-1.3917	-1.39333	-1.40659	-1.39687	-1.40386	-1.41508	-1.39763	-1.3971	-1.41038	-1.40628	-1.40971	-1.41306	-1.41083	-1.40624	-1.40352	-1.41402	-1.41675	-1.40525	-1.41322
1635	-1.31807	-1.33818	-1.3439	-1.37404	-1.34101	-1.34853	-1.3318	-1.33877	-1.36628	-1.34006	-1.35516	-1.33996	-1.36064	-1.35553	-1.35518	-1.354	-1.36299	-1.37069	-1.36298	-1.36041	-1.35779	-1.36325	-1.37035	-1.37302	-1.36099	-1.38758	-1.36915	-1.37253	-1.37356	-1.36925	-1.38075	-1.37892	-1.37809	-1.37948	-1.38719	-1.38324
1640	-1.36772	-1.3703	-1.30237	-1.38696	-1.36573	-1.35409	-1.33742	-1.34995	-1.3591	-1.35742	-1.36595	-1.37143	-1.35044	-1.34576	-1.36552	-1.35081	-1.35721	-1.35611	-1.36543	-1.35865	-1.35685	-1.36404	-1.36959	-1.37	-1.3709	-1.36165	-1.37466	-1.37126	-1.37167	-1.36896	-1.37025	-1.3805	-1.38049	-1.37708	-1.3831	-1.378
1645	-1.3912	-1.35205	-1.3387	-1.35762	-1.34468	-1.32681	-1.35431	-1.38283	-1.34356	-1.35634	-1.36181	-1.35453	-1.36671	-1.35854	-1.35292	-1.35474	-1.36476	-1.36614	-1.36623	-1.35952	-1.36786	-1.37179	-1.36777	-1.36456	-1.36814	-1.36737	-1.37622	-1.37472	-1.37819	-1.37302	-1.37494	-1.38729	-1.38192	-1.38309	-1.38144	-1.37976
1650	-1.34465	-1.38575	-1.34205	-1.35104	-1.39055	-1.35559	-1.36505	-1.36442	-1.35322	-1.36164	-1.36773	-1.36883	-1.34301	-1.36777	-1.36876	-1.37396	-1.37959	-1.38116	-1.37605	-1.3801	-1.37397	-1.37812	-1.37406	-1.3614	-1.37367	-1.37619	-1.37379	-1.38102	-1.37812	-1.37722	-1.38133	-1.38371	-1.38438	-1.38337	-1.38606	-1.38296
1655	-1.38079	-1.31681	-1.33216	-1.38094	-1.37344	-1.36225	-1.36997	-1.36221	-1.35666	-1.38138	-1.35326	-1.34588	-1.37207	-1.35616	-1.36733	-1.35714	-1.35444	-1.36683	-1.37804	-1.38053	-1.36712	-1.3751	-1.38664	-1.37666	-1.37492	-1.38158	-1.37938	-1.38024	-1.38068	-1.38585	-1.38548	-1.38881	-1.38178	-1.38757	-1.38145	-1.3917
1660	-1.36133	-1.33623	-1.39817	-1.3647	-1.36317	-1.35092	-1.37396	-1.3797	-1.36632	-1.35659	-1.36714	-1.36248	-1.3655	-1.36286	-1.39076	-1.37445	-1.38109	-1.37223	-1.36959	-1.38777	-1.37046	-1.38548	-1.37994	-1.37752	-1.38617	-1.38976	-1.38704	-1.38225	-1.38354	-1.38402	-1.38777	-1.39388	-1.37998	-1.39272	-1.39499	-1.39138
1665	-1.37635	-1.38782	-1.39996	-1.349	-1.35745	-1.38223	-1.37591	-1.37166	-1.37783	-1.36931	-1.37937	-1.35802	-1.39525	-1.37027	-1.37565	-1.37397	-1.36828	-1.37533	-1.36784	-1.39817	-1.38497	-1.38406	-1.37737	-1.39089	-1.38571	-1.39076	-1.38294	-1.39448	-1.38875	-1.38738	-1.38899	-1.39745	-1.38516	-1.39076	-1.40035	-1.40299
1670	-1.38527	-1.3735	-1.32623	-1.38642	-1.37467	-1.37462	-1.36389	-1.36871	-1.37192	-1.37957	-1.38375	-1.36636	-1.36524	-1.37754	-1.37283	-1.3827	-1.37333	-1.38366	-1.36901	-1.38532	-1.3974	-1.38938	-1.38026	-1.38465	-1.38484	-1.39199	-1.38574	-1.39767	-1.39134	-1.39188	-1.39816	-1.39372	-1.39112	-1.39449	-1.40036	-1.40558
1675	-1.35892	-1.36581	-1.3268	-1.40472	-1.37637	-1.35571	-1.36989	-1.35239	-1.37545	-1.38469	-1.36915	-1.36562	-1.39361	-1.37651	-1.38649	-1.38525	-1.3727	-1.38826	-1.39586	-1.38565	-1.38866	-1.3852	-1.38561	-1.38615	-1.38562	-1.38531	-1.39406	-1.40617	-1.3869	-1.39986	-1.39854	-1.39741	-1.39483	-1.39745	-1.40172	-1.39703
1680	-1.3439	-1.36128	-1.36203	-1.38804	-1.36113	-1.37174	-1.38346	-1.3711	-1.37189	-1.38449	-1.36721	-1.37072	-1.38645	-1.3885	-1.38602	-1.38582	-1.38587	-1.38508	-1.39792	-1.38762	-1.39379	-1.39118	-1.3956	-1.38636	-1.39365	-1.4022	-1.39693	-1.40145	-1.40384	-1.3985	-1.39994	-1.40714	-1.40301	-1.39808	-1.39618	-1.40084
1685	-1.36863	-1.39095	-1.38616	-1.38004	-1.35664	-1.3537	-1.37375	-1.36922	-1.38981	-1.36549	-1.39607	-1.39945	-1.39436	-1.40215	-1.38846	-1.38387	-1.37792	-1.38857	-1.37881	-1.38829	-1.38486	-1.39977	-1.39071	-1.38893	-1.39599	-1.40227	-1.40276	-1.39579	-1.40115	-1.39994	-1.39839	-1.40634	-1.40115	-1.4106	-1.40522	-1.41037
1690	-1.36316	-1.41277	-1.34445	-1.41278	-1.35752	-1.35822	-1.37562	-1.36469	-1.37932	-1.37302	-1.40043	-1.37942	-1.38602	-1.39361	-1.39091	-1.39653	-1.39003	-1.39362	-1.38953	-1.39633	-1.38732	-1.39562	-1.39425	-1.40373	-1.38978	-1.39645	-1.40215	-1.40907	-1.40234	-1.40477	-1.40448	-1.41101	-1.40665	-1.40347	-1.40749	-1.41455
1695	-1.38288	-1.36372	-1.36078	-1.37519	-1.37318	-1.39482	-1.3856	-1.36238	-1.38025	-1.39698	-1.38734	-1.39518	-1.38246	-1.39615	-1.39956	-1.3952	-1.3955	-1.39909	-1.38789	-1.39741	-1.39474	-1.40876	-1.40085	-1.40224	-1.40626	-1.40317	-1.40175	-1.40518	-1.40358	-1.41393	-1.40239	-1.41067	-1.41038	-1.4091	-1.41576	-1.41566
1700	-1.33797	-1.4317	-1.41	-1.37801	-1.38634	-1.416	-1.37661	-1.40563	-1.38883	-1.4066	-1.39358	-1.39625	-1.39785	-1.40744	-1.39336	-1.40349	-1.4012	-1.40671	-1.39478	-1.3956	-1.39869	-1.40123	-1.39213	-1.39919	-1.40802	-1.40827	-1.42024	-1.40304	-1.40666	-1.40671	-1.41605	-1.41683	-1.414	-1.41327	-1.40737	-1.41587
1705	-1.43176	-1.40605	-1.38862	-1.39792	-1.37961	-1.39012	-1.38526	-1.39793	-1.3949	-1.36844	-1.38367	-1.4005	-1.38422	-1.40078	-1.39354	-1.40329	-1.40057	-1.40176	-1.40053	-1.40835	-1.41015	-1.40311	-1.4094	-1.40796	-1.40795	-1.41321	-1.41155	-1.41451	-1.41223	-1.41312	-1.41193	-1.4102	-1.41673	-1.42135	-1.42062	-1.41584
1710	-1.45549	-1.41458	-1.40423	-1.39867	-1.38523	-1.36944	-1.39476	-1.39605	-1.39491	-1.40996	-1.40132	-1.40643	-1.39304	-1.40308	-1.4048	-1.41281	-1.41029	-1.40481	-1.39479	-1.40959	-1.40515	-1.40553	-1.41666	-1.40157	-1.42204	-1.41396	-1.41016	-1.4149	-1.42433	-1.41839	-1.41555	-1.42009	-1.41557	-1.4221	-1.42304	-1.41946
1715	-1.37611	-1.40105	-1.4007	-1.39993	-1.39755	-1.3938	-1.38874	-1.39736	-1.39089	-1.4038	-1.40669	-1.39858	-1.39976	-1.39728	-1.39221	-1.40753	-1.42017	-1.40013	-1.41227	-1.40255	-1.4206	-1.41134	-1.41503	-1.41383	-1.40812	-1.41922	-1.41733	-1.41351	-1.41978	-1.41912	-1.43017	-1.43441	-1.42434	-1.4234	-1.4319	-1.42477
1720	-1.39087	-1.42214	-1.43723	-1.38478	-1.38573	-1.39122	-1.38127	-1.409	-1.39978	-1.4091	-1.39435	-1.38768	-1.40257	-1.39616	-1.41013	-1.40647	-1.40145	-1.41478	-1.40845	-1.40904	-1.41361	-1.41771	-1.42044	-1.4263	-1.42098	-1.42146	-1.42266	-1.42145	-1.42066	-1.42131	-1.42745	-1.42157	-1.42664	-1.42575	-1.42804	-1.43086
1725	-1.3668	-1.37037	-1.40275	-1.38395	-1.40547	-1.42228	-1.41591	-1.39451	-1.4	-1.39623	-1.40897	-1.41544	-1.41638	-1.41011	-1.40596	-1.41276	-1.4172	-1.41534	-1.41981	-1.42433	-1.41862	-1.41902	-1.41758	-1.41685	-1.42376	-1.42494	-1.4242	-1.4196	-1.42885	-1.43073	-1.43031	-1.4318	-1.43299	-1.42608	-1.43237	-1.43642
1730	-1.42759	-1.42645	-1.40677	-1.4069	-1.39043	-1.4196	-1.42121	-1.42175	-1.40164	-1.41822	-1.41655	-1.41398	-1.40316	-1.42035	-1.41897	-1.41622	-1.42304	-1.42731	-1.42813	-1.41739	-1.42311	-1.42024	-1.42323	-1.43065	-1.4257	-1.43146	-1.43617	-1.4298	-1.43394	-1.42716	-1.43145	-1.43995	-1.44378	-1.44133	-1.43855	-1.44064
1735	-1.41199	-1.39957	-1.38058	-1.41579	-1.39876	-1.40322	-1.40865	-1.39315	-1.40472	-1.42743	-1.40809	-1.41954	-1.41559	-1.43128	-1.4252	-1.41156	-1.41383	-1.4196	-1.42563	-1.42636	-1.42998	-1.42633	-1.4307	-1.43223	-1.43382	-1.43426	-1.43177	-1.43687	-1.44206	-1.43644	-1.4424	-1.44173	-1.44472	-1.44425	-1.44272	-1.44568
1740	-1.43863	-1.40142	-1.41969	-1.41704	-1.42085	-1.42955	-1.41195	-1.41586	-1.41547	-1.42413	-1.41643	-1.4284	-1.43314	-1.43332	-1.4149	-1.42518	-1.43385	-1.4342	-1.43056	-1.4256	-1.43523	-1.42938	-1.44167	-1.43165	-1.44094	-1.43467	-1.43566	-1.44384	-1.43849	-1.44178	-1.44421	-1.44691	-1.44993	-1.44548	-1.44825	-1.4464
1745	-1.40316	-1.3787	-1.43135	-1.42087	-1.43965	-1.40239	-1.42823	-1.41325	-1.42689	-1.42349	-1.43672	-1.41929	-1.4231	-1.42182	-1.42728	-1.4384	-1.42887	-1.43563	-1.43045	-1.43531	-1.43989	-1.43844	-1.44026	-1.43714	-1.439	-1.44364	-1.44761	-1.44506	-1.4415	-1.44598	-1.44805	-1.44638	-1.45115	-1.45129	-1.44893	-1.44954
1750	-1.39379	-1.39062	-1.42506	-1.42975	-1.42761	-1.42202	-1.41515	-1.43224	-1.45412	-1.43205	-1.42771	-1.43543	-1.43584	-1.42627	-1.43029	-1.43363	-1.43869	-1.44408	-1.4384	-1.43621	-1.44342	-1.43598	-1.44554	-1.44805	-1.44873	-1.45201	-1.44954	-1.44891	-1.44558	-1.44731	-1.45422	-1.44868	-1.45358	-1.45614	-1.45794	-1.45621
1755	-1.44198	-1.3899	-1.43898	-1.42701	-1.44212	-1.44687	-1.44289	-1.43809	-1.42525	-1.41967	-1.41976	-1.43673	-1.43416	-1.4432	-1.43767	-1.44044	-1.44496	-1.44315	-1.43681	-1.44225	-1.44431	-1.45263	-1.44684	-1.44967	-1.4422	-1.4468	-1.45174	-1.45505	-1.45091	-1.45377	-1.45058	-1.45398	-1.45963	-1.46483	-1.46277	-1.46054
1760	-1.3919	-1.43671	-1.45471	-1.45076	-1.43555	-1.42758	-1.44171	-1.41626	-1.43391	-1.42975	-1.45239	-1.4213	-1.44515	-1.43831	-1.42879	-1.44812	-1.44324	-1.45339	-1.44838	-1.45789	-1.45118	-1.44923	-1.45328	-1.45845	-1.4553	-1.46256	-1.45536	-1.45865	-1.4583	-1.45717	-1.46027	-1.46027	-1.46478	-1.46849	-1.46419	-1.4671
1765	-1.48102	-1.43477	-1.42587	-1.42501	-1.42512	-1.44524	-1.43077	-1.42777	-1.43879	-1.44924	-1.44504	-1.44391	-1.43544	-1.44502	-1.44659	-1.4523	-1.45052	-1.45599	-1.46489	-1.44745	-1.45949	-1.45458	-1.45741	-1.45302	-1.46507	-1.46666	-1.46814	-1.46044	-1.45908	-1.46359	-1.46929	-1.46666	-1.46829	-1.46822	-1.47504	-1.47647
1770	-1.42405	-1.44069	-1.40944	-1.44569	-1.44344	-1.43312	-1.42838	-1.44498	-1.44933	-1.44345	-1.44925	-1.44746	-1.43984	-1.44965	-1.44904	-1.45491	-1.45026	-1.45274	-1.44688	-1.4591	-1.46704	-1.45792	-1.45988	-1.46345	-1.46856	-1.4601	-1.47024	-1.46657	-1.46663	-1.47059	-1.47621	-1.47145	-1.47312	-1.47331	-1.47741	-1.47889
1775	-1.43537	-1.45067	-1.4434	-1.44306	-1.42958	-1.42881	-1.42919	-1.43494	-1.44411	-1.44983	-1.45337	-1.442	-1.44702	-1.46226	-1.4573	-1.45571	-1.45603	-1.44512	-1.47508	-1.46224	-1.4718	-1.47053	-1.46654	-1.47079	-1.4705	-1.48266	-1.47303	-1.48211	-1.47225	-1.47823	-1.47968	-1.47598	-1.47916	-1.4833	-1.4827	-1.47901
1780	-1.42452	-1.46249	-1.46118	-1.44365	-1.44249	-1.45326	-1.45017	-1.45141	-1.44502	-1.45521	-1.44999	-1.45251	-1.4591	-1.45905	-1.47138	-1.45944	-1.46089	-1.46612	-1.46662	-1.46714	-1.46973	-1.46944	-1.47404	-1.47731	-1.48143	-1.47527	-1.48024	-1.47936	-1.47978	-1.47805	-1.48332	-1.48193	-1.48729	-1.48516	-1.48659	-1.48667
1785	-1.44754	-1.43548	-1.44982	-1.44883	-1.45878	-1.45899	-1.4701	-1.45009	-1.45858	-1.45725	-1.46059	-1.45652	-1.46149	-1.46778	-1.47065	-1.47576	-1.46418	-1.47453	-1.47043	-1.48123	-1.47573	-1.4792	-1.47991	-1.48419	-1.48267	-1.48795	-1.48343	-1.48702	-1.48788	-1.48487	-1.49192	-1.49115	-1.49313	-1.49183	-1.48797	-1.49714
1790	-1.43251	-1.43716	-1.47449	-1.43646	-1.46274	-1.45781	-1.4727	-1.47321	-1.46458	-1.45302	-1.4553	-1.47057	-1.46939	-1.47048	-1.46615	-1.48351	-1.46819	-1.47666	-1.48523	-1.47962	-1.48942	-1.48315	-1.48188	-1.4856	-1.49123	-1.49054	-1.48747	-1.49763	-1.48968	-1.49398	-1.49589	-1.49606	-1.49817	-1.49698	-1.49857	-1.49924
1795	-1.43276	-1.43501	-1.46849	-1.46693	-1.45753	-1.46565	-1.46235	-1.47437	-1.46612	-1.46484	-1.48294	-1.47702	-1.47672	-1.47424	-1.4843	-1.47872	-1.4799	-1.48545	-1.48361	-1.48457	-1.49308	-1.48733	-1.48997	-1.49952	-1.49301	-1.49114	-1.49521	-1.4973	-1.49941	-1.5015	-1.50405	-1.50323	-1.50396	-1.50526	-1.50636	-1.50823
1800	-1.4239	-1.46935	-1.48308	-1.4734	-1.45801	-1.46284	-1.45225	-1.47042	-1.47694	-1.47982	-1.49017	-1.48527	-1.46885	-1.48027	-1.48236	-1.48507	-1.48379	-1.49092	-1.49886	-1.4938	-1.49931	-1.49801	-1.50278	-1.49723	-1.49341	-1.49726	-1.50724	-1.50257	-1.50494	-1.5077	-1.51285	-1.51111	-1.51361	-1.51013	-1.51168	-1.51508
1805	-1.46998	-1.47257	-1.46403	-1.47704	-1.48168	-1.48869	-1.47942	-1.47377	-1.47456	-1.47727	-1.49033	-1.4802	-1.49371	-1.49976	-1.49059	-1.49532	-1.48751	-1.50104	-1.49593	-1.50235	-1.50421	-1.50812	-1.50582	-1.51194	-1.51404	-1.50951	-1.51346	-1.51342	-1.51494	-1.51532	-1.51542	-1.51801	-1.51682	-1.51837	-1.52085	-1.52564
