Frequency (Hz)	0.001V	0.00125V	0.0015V	0.00175V	0.002V	0.00225V	0.0025V	0.00275V	0.003V	0.00325V	0.0035V	0.00375V	0.004V	0.00425V	0.0045V	0.00475V	0.005V	0.00525V	0.0055V	0.00575V	0.006V	0.00625V	0.0065V	0.00675V	0.007V	0.00725V	0.0075V	0.00775V	0.008V	0.00825V	0.0085V	0.00875V	0.009V	0.00925V	0.0095V	0.00975V
1640	0.000302864	0.000358238	0.000439188	0.000511014	0.000582749	0.00065565	0.000738166	0.000799302	0.000855031	0.000928776	0.0010083	0.00108636	0.00117156	0.00122314	0.00131887	0.00138209	0.00145402	0.00153933	0.00158885	0.00168648	0.00174237	0.00183316	0.00188749	0.00197863	0.00206837	0.00212819	0.00222501	0.00230275	0.00236945	0.00244673	0.00249478	0.00259169	0.00268343	0.0027867	0.00285425	0.00294223
1645	0.000291579	0.000369869	0.000442222	0.000515425	0.000578862	0.000668861	0.000751444	0.000804573	0.000886635	0.000936245	0.00101754	0.00112368	0.00117817	0.00125424	0.0013282	0.0014333	0.00148609	0.00154731	0.00165387	0.00171875	0.00177905	0.00187695	0.00192505	0.00201194	0.00209361	0.00218014	0.00228541	0.0023548	0.00241601	0.00251772	0.00256506	0.0026525	0.002736	0.00283878	0.00292965	0.00300108
1650	0.00030917	0.000390103	0.000464216	0.000529642	0.000606412	0.000676944	0.000761	0.000827137	0.000886715	0.000985817	0.0010499	0.00111646	0.00121751	0.00126564	0.00136983	0.00144991	0.00150913	0.00157158	0.0016628	0.00173934	0.00182811	0.00190133	0.0019752	0.00206374	0.00214426	0.00220299	0.00231282	0.00239795	0.00246261	0.002529	0.00263785	0.00269234	0.00280074	0.00290113	0.00298192	0.00307936
1655	0.00030193	0.00036563	0.000453279	0.000548521	0.00062835	0.000698342	0.000752869	0.00084882	0.000936803	0.00100443	0.00107149	0.00114279	0.00122499	0.00130694	0.00136789	0.00146701	0.00153011	0.00161131	0.00169741	0.00178634	0.00185123	0.00194435	0.00200814	0.0020797	0.00217522	0.00226389	0.00234591	0.0024412	0.00251901	0.00260401	0.00266901	0.00274957	0.00285	0.0029514	0.00301928	0.00312238
1660	0.000320827	0.000383966	0.000456067	0.000549987	0.000618825	0.000728111	0.000777483	0.000870868	0.000937123	0.00101013	0.00108362	0.00115253	0.00123979	0.00131655	0.00140517	0.00149468	0.00156246	0.00163727	0.00171523	0.00181856	0.00189797	0.00197273	0.0020624	0.0021386	0.00220085	0.00229523	0.00240979	0.00246658	0.00254366	0.00264327	0.00272564	0.00277675	0.00287582	0.00298842	0.00307213	0.00318368
1665	0.000300148	0.000390184	0.000464409	0.000552391	0.000622152	0.000732844	0.000791503	0.000870185	0.000946127	0.00101857	0.00110764	0.00120207	0.00126366	0.00134418	0.00143131	0.00151328	0.00158401	0.0016781	0.00174228	0.00183797	0.00193555	0.00200944	0.00207367	0.00215699	0.00225529	0.00234131	0.0024379	0.00251875	0.00258979	0.00267946	0.00275366	0.00282436	0.00294606	0.0030377	0.00312723	0.0032471
1670	0.000316203	0.000388323	0.000495971	0.000540859	0.000650198	0.000721019	0.000816561	0.000891503	0.000947397	0.00104015	0.00110784	0.00120348	0.00128398	0.00135906	0.00143914	0.00152512	0.00161021	0.00169651	0.00178278	0.00187573	0.00194056	0.00204351	0.00212189	0.00218173	0.00227339	0.00236079	0.00247076	0.00255885	0.00263955	0.00270915	0.00277265	0.00290103	0.00299567	0.0030852	0.00317765	0.0032847
1675	0.000320372	0.0004059	0.000501804	0.000544433	0.00065963	0.000727066	0.000816919	0.000912283	0.000970256	0.00108199	0.00113773	0.00122931	0.00132648	0.00137869	0.00147666	0.00154645	0.00164506	0.00172589	0.00180289	0.00189833	0.00198161	0.00208817	0.00214176	0.00223273	0.00232416	0.00240751	0.00250951	0.0025917	0.00265577	0.00273604	0.00283575	0.00294252	0.00304096	0.00316189	0.00326259	0.00333769
1680	0.000333348	0.000412151	0.000512061	0.000569109	0.000656012	0.000752154	0.000805348	0.000905556	0.000996694	0.00106369	0.00113506	0.00124591	0.0013239	0.00141134	0.0015019	0.00159217	0.00163558	0.00176248	0.00184153	0.00190644	0.00201351	0.00208732	0.00217918	0.00224096	0.00235764	0.00244576	0.00254291	0.0026233	0.00273081	0.00278996	0.00290121	0.00297985	0.00307976	0.00318581	0.00328032	0.00340074
1685	0.000323495	0.000423471	0.000500368	0.000573539	0.000650723	0.00073209	0.000833465	0.000920028	0.00102912	0.00108991	0.00117622	0.00127336	0.00135282	0.00143276	0.00151135	0.00158734	0.00167546	0.00174549	0.00186716	0.00193475	0.00203751	0.00212215	0.00221946	0.00230303	0.00241324	0.00247872	0.00259384	0.00268106	0.00276693	0.00284157	0.00292783	0.00303559	0.00313884	0.00324763	0.00332778	0.00343306
1690	0.000334682	0.000426273	0.000481532	0.000597755	0.000671493	0.000765357	0.000852411	0.000940315	0.00102202	0.00110363	0.00119254	0.00128491	0.00137491	0.00145491	0.00153984	0.0016293	0.00170345	0.00177944	0.00187924	0.0019907	0.00206607	0.00215219	0.00225151	0.00234235	0.00245014	0.00251764	0.00263293	0.00273467	0.00281149	0.00287476	0.00297058	0.00307717	0.00316449	0.00327399	0.00339243	0.00351497
1695	0.000328627	0.000438705	0.000510038	0.000577166	0.000684642	0.000782846	0.000852092	0.000944523	0.00102499	0.00110578	0.00121939	0.00131603	0.00139345	0.00146785	0.00155179	0.00162147	0.00172868	0.00183447	0.00189405	0.00201579	0.00210088	0.00219032	0.00228653	0.00236845	0.00248851	0.00257037	0.00265755	0.00276928	0.00283479	0.00291628	0.00304308	0.00312545	0.00324421	0.003341	0.00343011	0.0035482
1700	0.000372648	0.000440095	0.00051454	0.000600284	0.000687099	0.000781882	0.000890807	0.00095491	0.00106814	0.00113973	0.00124323	0.00131968	0.00140458	0.00147011	0.00158592	0.00166865	0.00174485	0.00185243	0.00193771	0.00203752	0.00212276	0.00219235	0.00231768	0.00239447	0.00251742	0.00259695	0.00271599	0.00280652	0.00289162	0.00298718	0.00308606	0.00315063	0.00327402	0.00339679	0.00349994	0.00361656
1705	0.000350594	0.000454736	0.000520965	0.000617447	0.000711352	0.000807028	0.000896435	0.000990133	0.00106969	0.00113153	0.0012516	0.00133589	0.00142584	0.00150242	0.00160926	0.00169877	0.00178166	0.00186719	0.0019791	0.00205607	0.00216178	0.00227424	0.00235169	0.00244705	0.00254378	0.00263817	0.00273129	0.00285564	0.00291721	0.00301455	0.00314723	0.00320456	0.00328903	0.00345068	0.00353986	0.0036821
1710	0.00035869	0.000486749	0.00053906	0.000630823	0.000691565	0.000836204	0.000886235	0.000990104	0.00106763	0.00115868	0.00127937	0.00136846	0.00144057	0.0015344	0.00162793	0.00173327	0.00180326	0.00187576	0.00199535	0.00209954	0.00220761	0.00227809	0.00237577	0.0024661	0.00258913	0.00266682	0.00279727	0.00288979	0.00298491	0.00307466	0.00318341	0.00325817	0.0033692	0.00350909	0.00360287	0.00369624
1715	0.000342955	0.000463937	0.000550051	0.000639298	0.000731754	0.000839657	0.000920905	0.000985181	0.0010907	0.00117142	0.00130302	0.00137979	0.00145815	0.00154895	0.0016546	0.00173807	0.00184891	0.00192121	0.00203075	0.00213221	0.00222724	0.00232244	0.00242039	0.00250813	0.0026076	0.00270572	0.00282401	0.00293342	0.00299341	0.00311528	0.00319957	0.00333029	0.00342572	0.00357008	0.00365518	0.00375856
1720	0.000380982	0.000478743	0.000552981	0.000624685	0.000733696	0.000841785	0.000910692	0.00100872	0.001112	0.00118718	0.001286	0.00140776	0.0014791	0.00158186	0.00167011	0.00173474	0.00187878	0.00197155	0.00208565	0.00217704	0.00227398	0.00234088	0.00243356	0.00256612	0.00265922	0.00274869	0.00286591	0.00298234	0.00306385	0.00315905	0.00330447	0.00339045	0.0034805	0.00363573	0.00371734	0.00382888
1725	0.000385869	0.000469403	0.000539174	0.000664848	0.000740254	0.000846583	0.000937009	0.00102385	0.00116137	0.00121423	0.00130054	0.00139756	0.00150329	0.00160392	0.0017161	0.00179292	0.00190306	0.00199007	0.0020986	0.0022138	0.00229869	0.00237482	0.00250025	0.00258325	0.00271326	0.00279082	0.00291819	0.00302265	0.00309003	0.00321614	0.0033434	0.00344726	0.00354243	0.00366262	0.00379894	0.0038975
1730	0.000395693	0.000473861	0.000568354	0.000667518	0.00077349	0.000858854	0.000955795	0.00102399	0.00115198	0.00122934	0.00133701	0.0014398	0.00152142	0.00163157	0.0017311	0.00183895	0.00194281	0.00202953	0.0021415	0.00224973	0.00232753	0.00241668	0.00253225	0.00263686	0.00276523	0.00284216	0.00295119	0.00307673	0.00314747	0.00327504	0.00338727	0.00347523	0.00359219	0.00370764	0.00383767	0.00396598
1735	0.000412213	0.000497573	0.000570809	0.000676787	0.000779646	0.000881791	0.000960461	0.00107703	0.00116331	0.00125103	0.00134588	0.00146717	0.00156112	0.00165443	0.00174922	0.00184815	0.00196016	0.00205796	0.00216638	0.00227003	0.00235641	0.00248186	0.00256602	0.00268175	0.00280129	0.00288074	0.00301752	0.00311842	0.00322679	0.00331948	0.00343904	0.00352131	0.00365105	0.00376566	0.00391892	0.00403295
1740	0.000406859	0.000504632	0.000598092	0.000688631	0.000803772	0.000899846	0.000961374	0.00107646	0.00118553	0.00126251	0.00137872	0.00146524	0.00158257	0.00168274	0.00179262	0.00187767	0.00199454	0.00209245	0.00220686	0.00231009	0.00240496	0.00253994	0.00259683	0.00270068	0.00285636	0.00292643	0.00303919	0.00315706	0.00326266	0.0033738	0.0034915	0.00358459	0.00370885	0.00382976	0.00396011	0.00408284
1745	0.000399081	0.000502169	0.000604689	0.000695794	0.000795621	0.000883611	0.000988738	0.00107936	0.00117802	0.00128695	0.00140408	0.00148493	0.00162295	0.00169562	0.00181285	0.00191948	0.00201154	0.00211495	0.00222931	0.00232902	0.00244932	0.00256129	0.00265246	0.00275578	0.00287405	0.00299219	0.00310026	0.00321473	0.0033225	0.0034286	0.0035431	0.00364009	0.00376302	0.00387181	0.00403135	0.0041541
1750	0.000409166	0.00050739	0.000601322	0.000702427	0.000799395	0.000911307	0.00100037	0.00109703	0.00119429	0.001288	0.00141305	0.00152522	0.0016282	0.00172422	0.00184444	0.00193884	0.00203705	0.00213214	0.00227134	0.00239147	0.00248568	0.00258946	0.00269139	0.0028105	0.00292341	0.00305128	0.00317184	0.00328127	0.0033641	0.0034982	0.00359394	0.00370971	0.00383922	0.00395071	0.00409547	0.00422962
1755	0.000427779	0.000533504	0.000621642	0.000716151	0.000814273	0.000925216	0.00101137	0.00114516	0.00121678	0.00131563	0.00143811	0.00156052	0.00165515	0.00174847	0.00186602	0.00197331	0.00208174	0.00216577	0.00231809	0.00244009	0.00251817	0.00262064	0.00272589	0.00285031	0.00296737	0.00307741	0.00321817	0.00331351	0.00341024	0.00353102	0.003669	0.003798	0.00388316	0.0040078	0.00415962	0.00430882
1760	0.000416396	0.000532422	0.000607062	0.000725704	0.000827595	0.000934614	0.00103729	0.00114579	0.00123155	0.00133302	0.00143555	0.00156815	0.00167945	0.00177689	0.00188358	0.00201607	0.00213682	0.00221646	0.00235922	0.00246121	0.00254605	0.00268764	0.00281435	0.00291998	0.00300471	0.00314513	0.00328874	0.00341122	0.00347718	0.00363386	0.00375398	0.00386525	0.00398479	0.00411228	0.00423327	0.00438013
1765	0.000427387	0.000514466	0.000641854	0.000743148	0.00082741	0.000963888	0.00105777	0.00114871	0.00127959	0.00137528	0.00147532	0.00159308	0.00169541	0.00179965	0.00194828	0.00206346	0.00214112	0.00224527	0.00238641	0.00249833	0.0025969	0.00274435	0.0028284	0.00297589	0.00306241	0.00320723	0.00334023	0.00347429	0.00355036	0.00371293	0.00380808	0.00392778	0.00404148	0.00417505	0.00429098	0.00447953
1770	0.000423448	0.000539365	0.000643458	0.000740335	0.000856966	0.000971977	0.00106732	0.00118145	0.00129883	0.00138875	0.00153145	0.00161377	0.00173989	0.00185098	0.00196995	0.00207082	0.00218807	0.00231887	0.00242803	0.00256441	0.00263172	0.00278285	0.00287905	0.00304011	0.00315258	0.00326267	0.00341097	0.00351995	0.00365131	0.00378632	0.00386971	0.00401282	0.00413847	0.00427305	0.00442843	0.00458379
1775	0.000457533	0.000557	0.000659165	0.000776383	0.000845772	0.0009841	0.00108759	0.00121088	0.00131133	0.0014269	0.00154451	0.00166663	0.00176775	0.0018806	0.00201487	0.00212286	0.00224444	0.00236891	0.00249662	0.00262898	0.00272956	0.00285114	0.00297823	0.00310679	0.00321878	0.00334811	0.00351727	0.00364924	0.00372186	0.00389855	0.0039684	0.00413072	0.00421461	0.0043714	0.00452476	0.00467239
1780	0.000456416	0.000535167	0.00064939	0.000765652	0.000893598	0.000994796	0.00109438	0.00124785	0.00133865	0.00144587	0.00158448	0.001702	0.00182071	0.00191062	0.00205425	0.00218103	0.00229545	0.00243491	0.00257328	0.002714	0.00277708	0.00290565	0.00304607	0.00318877	0.00330551	0.00344162	0.00359295	0.0037315	0.00383078	0.00399272	0.00406267	0.00422269	0.00430405	0.00448475	0.00463932	0.00480316
1785	0.000461549	0.000578928	0.000676931	0.000793573	0.000926123	0.00104155	0.00114348	0.00127737	0.00136143	0.00151899	0.00162308	0.00173429	0.00187946	0.00196294	0.00210361	0.00223757	0.00234023	0.00249576	0.00263476	0.00276215	0.00285849	0.00297552	0.00311607	0.00326287	0.00338873	0.00353081	0.00369057	0.00384219	0.00393683	0.00407825	0.00417415	0.00431752	0.00441729	0.00460183	0.00475327	0.00492609
1790	0.000473572	0.000583209	0.000692248	0.000795306	0.000920222	0.00104438	0.00118162	0.00129931	0.00141444	0.00151709	0.00168185	0.00178331	0.00191356	0.00199928	0.00217415	0.00230452	0.00240815	0.0025575	0.00267754	0.00282506	0.00294622	0.00308205	0.0032038	0.00335896	0.00350532	0.00363811	0.00378237	0.00395807	0.00404041	0.00424868	0.0042908	0.00445096	0.00455041	0.00470885	0.00489322	0.00505657
1795	0.000464069	0.000583556	0.000728833	0.000840142	0.000961389	0.00105678	0.00121631	0.00134642	0.00146159	0.00158085	0.00171054	0.00184178	0.00196229	0.00208281	0.00221872	0.00234634	0.00248465	0.00261228	0.0027491	0.00292474	0.00302717	0.0031622	0.00327511	0.00343991	0.00357222	0.00371121	0.00388688	0.00403097	0.00415494	0.00433957	0.0044013	0.0045777	0.00469047	0.00484208	0.00502069	0.00518726
1800	0.000510685	0.000622167	0.000725881	0.00084144	0.00099922	0.00113576	0.00121491	0.00138559	0.00148735	0.00162143	0.00175645	0.00189861	0.00201663	0.00213174	0.00226575	0.00242285	0.00253186	0.00269398	0.0028379	0.00301598	0.00311133	0.00324272	0.00335663	0.00353391	0.00367604	0.00380061	0.00395269	0.00413253	0.00425563	0.00444614	0.00450969	0.0046548	0.00480903	0.00495858	0.00514044	0.00531963
