0	0.00988591	0.00959081	0.00914816	0.0109188	0.011509	0.0149026	0.0141649	0.0160831	0.017411	0.0156404	0.018739	0.020362	0.0218375	0.0228704	0.0197718	0.0225753	0.020362	0.0244935	0.0236082	0.0241984	0.0256739	0.0244935	0.025969	0.0265592	0.0249361	0.0423471	0.045003	0.0442653	0.046331	0.0517904	0.0460359	0.0556267	0.0559218	0.0575449	0.0599057	0.0644798	0.0612336	0.0612336	0.0668406	0.0612336	0.059463	0.0519379	0.0473639	0.0478065	0.0472163	0.0498722	0.0396912	0.0413143	0.0379206	0.034822	0.0337892	0.0336416	0.023313	0.0227228	0.0177061	0.0165257	0.0106237	0.0134271	0.00354122	0.00265592	-0.00442653	0.0162306	0.0162306	0.0141649	0.0138698	0.0122467	0.0137222	0.0123943	0.0110663	0.0110663	0.0103286	0.010181	0.0107712	0.00885306	
2.4381e-006	0.00900061	0.00826285	0.0078202	0.0120992	0.0113614	0.0140173	0.0141649	0.0150502	0.0160831	0.0146075	0.0171159	0.0193292	0.0205096	0.0212473	0.0193292	0.0212473	0.0196243	0.0215424	0.0213949	0.0225753	0.024641	0.0258214	0.0230179	0.023313	0.0227228	0.0339367	0.0370353	0.03615	0.0364451	0.0432324	0.0373304	0.0466261	0.046331	0.0494296	0.05061	0.0559218	0.0509051	0.052233	0.0571022	0.0519379	0.0500198	0.0448555	0.0388059	0.0399863	0.039101	0.0410192	0.031871	0.0336416	0.0298053	0.0278871	0.0274445	0.0261165	0.0149026	0.0149026	0.0107712	0.010181	0.00339367	0.0081153	-0.00206571	-0.00354122	-0.00959081	0.0146075	0.0156404	0.0140173	0.0137222	0.0118041	0.0128369	0.0126894	0.010181	0.0110663	0.00973836	0.00900061	0.00900061	0.00737755	
4.87619e-006	0.00885306	0.00708245	0.00723	0.00973836	0.0103286	0.0129845	0.0128369	0.0137222	0.0141649	0.0150502	0.0168208	0.0177061	0.0190341	0.0196243	0.0180012	0.0182963	0.0180012	0.0205096	0.0199194	0.0219851	0.023313	0.0221326	0.0213949	0.0206571	0.0205096	0.0252312	0.0277396	0.0267067	0.0274445	0.0327563	0.0278871	0.0374779	0.0371828	0.0393961	0.0407241	0.045003	0.0407241	0.04338	0.0486918	0.0423471	0.042052	0.0355598	0.0301004	0.0311332	0.0295102	0.033199	0.0239033	0.025969	0.0224277	0.0193292	0.0180012	0.0181488	0.00663979	0.00944326	0.00339367	0.00427898	-0.00309857	0.00118041	-0.00870551	-0.00914816	-0.0163782	0.0134271	0.0134271	0.0119516	0.0123943	0.0109188	0.0116565	0.00973836	0.0100335	0.00973836	0.0081153	0.00959081	0.00723	0.00796775	
7.31429e-006	0.0078202	0.00619714	0.00619714	0.00944326	0.00885306	0.0118041	0.0113614	0.01446	0.0128369	0.0134271	0.01446	0.0156404	0.0168208	0.0184439	0.0147551	0.0177061	0.015788	0.0178537	0.0160831	0.0175586	0.0219851	0.0200669	0.0177061	0.0188865	0.0177061	0.0149026	0.0184439	0.0168208	0.0171159	0.0239033	0.0178537	0.0265592	0.0278871	0.0295102	0.0308381	0.03615	0.0298053	0.0327563	0.0380681	0.0330514	0.0311332	0.0255263	0.0205096	0.0228704	0.020362	0.0243459	0.0151977	0.0184439	0.0123943	0.0129845	0.0100335	0.00929571	-0.00118041	-0.000737755	-0.00354122	-0.00442653	-0.0100335	-0.00531183	-0.0151977	-0.0159355	-0.0213949	0.0118041	0.0132796	0.0113614	0.0100335	0.00900061	0.0107712	0.0107712	0.0078202	0.00900061	0.00870551	0.00708245	0.00678734	0.00723	
9.75238e-006	0.0078202	0.00663979	0.00516428	0.0075251	0.00708245	0.0106237	0.0113614	0.0123943	0.0116565	0.0116565	0.0116565	0.0153453	0.0154928	0.0166733	0.0135747	0.0137222	0.0123943	0.0160831	0.0140173	0.0159355	0.0180012	0.0172635	0.0168208	0.0171159	0.0156404	0.00398388	0.00796775	0.00737755	0.00767265	0.0125418	0.00885306	0.0184439	0.0165257	0.0178537	0.0197718	0.0252312	0.0194767	0.0215424	0.0274445	0.0219851	0.02169	0.0165257	0.0112139	0.0129845	0.0110663	0.015788	0.00560694	0.00944326	0.00516428	0.00236082	0.00265592	0.00236082	-0.00870551	-0.00973836	-0.010181	-0.0116565	-0.0171159	-0.0126894	-0.0221326	-0.0206571	-0.0265592	0.00914816	0.0106237	0.00944326	0.00973836	0.00870551	0.0081153	0.00900061	0.00693489	0.0075251	0.00619714	0.00575449	0.00560694	0.00575449	
1.21905e-005	0.00575449	0.00501673	0.00472163	0.00604959	0.00678734	0.00914816	0.00870551	0.0107712	0.010181	0.00988591	0.0104761	0.0123943	0.0125418	0.0134271	0.0118041	0.0113614	0.0104761	0.0137222	0.0118041	0.0143124	0.0154928	0.0137222	0.0138698	0.0134271	0.0135747	-0.00663979	-0.00132796	-0.00280347	-0.00265592	0.00265592	-0.00132796	0.0075251	0.00545938	0.00737755	0.00988591	0.0154928	0.00914816	0.0110663	0.0175586	0.0125418	0.010181	0.00634469	0.00132796	0.00309857	0.000737755	0.00560694	-0.00427898	0.000295102	-0.00413143	-0.00649224	-0.00708245	-0.00767265	-0.0163782	-0.015788	-0.017411	-0.0188865	-0.023313	-0.018739	-0.0278871	-0.0270018	-0.0324612	0.00914816	0.00988591	0.00870551	0.0078202	0.00737755	0.00678734	0.00560694	0.00619714	0.00619714	0.00531183	0.00501673	0.00516428	0.00590204	
1.46286e-005	0.00501673	0.00427898	0.00250837	0.00634469	0.00545938	0.00708245	0.00723	0.00959081	0.00900061	0.00870551	0.00826285	0.00973836	0.011509	0.011509	0.00959081	0.00855795	0.00826285	0.0106237	0.00796775	0.0106237	0.0122467	0.0119516	0.0107712	0.0107712	0.00944326	-0.0171159	-0.0122467	-0.0138698	-0.0149026	-0.00708245	-0.013132	-0.00339367	-0.00575449	-0.00354122	-0.00118041	0.00295102	-0.00383632	0.000147551	0.00619714	0.00177061	-0.00206571	-0.00324612	-0.00870551	-0.00708245	-0.00826285	-0.00324612	-0.0147551	-0.00885306	-0.0125418	-0.0147551	-0.0151977	-0.0153453	-0.0230179	-0.0252312	-0.0237557	-0.025969	-0.0312808	-0.0264116	-0.0346745	-0.0333465	-0.039101	0.00693489	0.00708245	0.00693489	0.00634469	0.00619714	0.00486918	0.00575449	0.00457408	0.00604959	0.00398388	0.00339367	0.00324612	0.00354122	
1.70667e-005	0.00368877	0.00309857	0.00221326	0.00516428	0.00324612	0.00472163	0.00619714	0.00737755	0.00663979	0.00545938	0.00560694	0.00900061	0.00855795	0.010181	0.00545938	0.00723	0.00486918	0.0078202	0.00708245	0.00870551	0.00988591	0.00767265	0.00826285	0.00767265	0.00693489	-0.0272969	-0.0212473	-0.0249361	-0.0252312	-0.017411	-0.0230179	-0.0146075	-0.0165257	-0.0137222	-0.0120992	-0.00796775	-0.0151977	-0.0110663	-0.00516428	-0.00855795	-0.0116565	-0.0147551	-0.0178537	-0.0168208	-0.0182963	-0.0134271	-0.023313	-0.018739	-0.0222802	-0.024641	-0.0230179	-0.0236082	-0.0308381	-0.0327563	-0.031871	-0.0340843	-0.0379206	-0.0324612	-0.0408716	-0.0383632	-0.0435275	0.00501673	0.00560694	0.00427898	0.00531183	0.00545938	0.00147551	0.00472163	0.00324612	0.00427898	0.00324612	0.00280347	0.00236082	0.00236082	
1.95048e-005	0.00309857	0.00132796	0.000295102	0.00280347	0.00162306	0.00309857	0.00383632	0.00516428	0.00413143	0.00265592	0.00486918	0.00604959	0.00472163	0.00634469	0.00354122	0.00442653	0.00442653	0.00590204	0.00442653	0.00590204	0.0078202	0.00575449	0.00427898	0.00575449	0.00295102	-0.0360024	-0.0326088	-0.0336416	-0.03615	-0.0271494	-0.0349696	-0.0258214	-0.0271494	-0.0243459	-0.0236082	-0.0188865	-0.0272969	-0.0234606	-0.015788	-0.0194767	-0.0219851	-0.0243459	-0.0295102	-0.0271494	-0.0283298	-0.0222802	-0.0337892	-0.0280347	-0.0309857	-0.0336416	-0.0320186	-0.0302479	-0.0389534	-0.0388059	-0.0401339	-0.0402814	-0.0439702	-0.0380681	-0.0472163	-0.0445604	-0.0501673	0.00339367	0.00383632	0.00162306	0.00221326	0.00324612	0.00132796	0.00295102	0.00295102	0.00265592	0.00162306	0.00221326	0.000885306	0.00309857	
2.19429e-005	0.00206571	0.000885306	0.000442653	0.00103286	0.000442653	0.000590204	0.00265592	0.00427898	0.00103286	0.000442653	0.00191816	0.00383632	0.00280347	0.00413143	0.00147551	0.00162306	0.00103286	0.00221326	0.00177061	0.00324612	0.00442653	0.00147551	0.00191816	0.00206571	-0.000147551	-0.0464785	-0.0421996	-0.045003	-0.0470688	-0.0380681	-0.0455932	-0.0352647	-0.0383632	-0.0357073	-0.0346745	-0.030543	-0.037773	-0.0337892	-0.0272969	-0.0301004	-0.0337892	-0.0342318	-0.039101	-0.0380681	-0.0374779	-0.0326088	-0.0424947	-0.0386583	-0.0399863	-0.0424947	-0.0399863	-0.0382157	-0.0475114	-0.0481016	-0.0479541	-0.0472163	-0.0509051	-0.045003	-0.0544463	-0.0503149	-0.0562169	0.00132796	0.00162306	0.00103286	0.00132796	0.00132796	-0.000590204	0.00206571	0.00118041	0.00191816	0.00103286	0.000590204	0.000885306	0.00162306	
