Reference Amplitude (V)	6300Hz	6350Hz	6400Hz	6450Hz	6500Hz	6550Hz	6600Hz	6650Hz	6700Hz	6750Hz	6800Hz	6850Hz	6900Hz	6950Hz	7000Hz	7050Hz	7100Hz	7150Hz	7200Hz	7250Hz	7300Hz	7350Hz	7400Hz	7450Hz	7500Hz	7550Hz	7600Hz	7650Hz	7700Hz	7750Hz	7800Hz	7850Hz	7900Hz	7950Hz	8000Hz
0.05	-1.38209	0.558507	2.06157	0.331396	-1.32595	-2.18494	-1.29277	1.64528	2.13227	-1.62567	-1.97999	-2.93143	-2.54649	-0.916877	-0.00596275	1.12973	1.66	-0.705102	0.701486	0.133778	2.87059	-1.85756	-0.487839	-3.11684	-1.75109	-0.672837	1.78739	2.18778	0.572086	0.623795	-2.90808	-1.77651	0.642048	1.47943	-1.32959
0.053	-1.06014	1.4314	-2.80689	-2.81566	-2.15211	1.57039	2.93515	0.695851	-1.6868	-0.855868	-3.12295	-1.87369	-1.09164	-2.42832	-1.62033	-0.602599	0.456644	-2.93865	-2.84734	2.798	2.29963	0.906654	2.54408	-0.00809416	-1.78162	2.2231	3.03731	-0.989032	0.950887	-2.79553	-1.98955	-2.21319	-2.7251	-1.61255	-0.0478847
0.056	-0.373759	1.10902	1.34715	0.572048	1.10902	2.15199	1.77499	-0.370747	2.42228	-2.42885	2.47229	-2.61209	-3.13213	0.464978	-0.387055	-0.282918	1.1641	1.84113	-2.90862	-1.24185	1.70847	1.18698	2.16681	2.84401	-2.23643	-0.943934	-2.5515	0.953764	-2.82112	1.7492	-2.47714	-0.820479	3.07206	-2.85143	-1.57618
0.059	-2.90746	1.78296	-1.6652	2.47771	2.21344	0.577958	-1.62546	1.49471	0.946939	0.816564	0.978283	-2.25308	-2.73795	3.11329	1.93989	0.612621	-2.70123	0.0317715	-2.95177	-1.291	1.65193	1.13228	2.08528	2.74529	0.920196	-1.36149	-2.11087	-1.56715	2.14011	0.225219	-2.59201	0.446128	-2.09475	0.72732	0.136795
0.062	2.2731	2.01534	2.98495	2.33334	0.0903228	-1.32368	-2.57153	-0.242419	-1.57227	2.02373	0.152312	-2.11967	-1.40335	-1.32191	-3.03025	-0.335057	-1.00521	-0.0813391	-2.98568	-1.32961	1.60994	1.09151	2.0322	2.68798	-2.14079	-0.698886	-0.431548	-2.65541	-0.29153	2.54306	1.40442	-1.71706	-2.38826	0.651794	-0.566773
0.065	-1.31512	-0.214156	1.7967	-1.45787	2.82162	-0.220742	-2.22013	-1.46457	-2.21015	-1.04955	-1.28576	3.02739	1.8732	2.95172	1.01007	2.68855	-1.50306	-0.666532	-3.01413	-1.36208	1.57547	1.05924	1.997	2.64339	-2.21397	2.31261	-3.12195	-0.345841	0.297984	2.71839	-1.41901	-2.13494	-1.50097	1.58116	-1.94981
0.068	0.961617	1.23476	2.42201	-0.336768	1.81117	2.12587	-3.12595	0.163771	-1.59056	0.705661	3.11367	-2.89277	0.615426	-1.27101	-2.81855	1.96628	-1.53292	-2.5034	-3.03944	-1.38806	1.54992	1.03374	1.97092	2.61618	-2.25311	0.847327	-0.768141	0.0889371	0.213664	2.99139	2.19553	-0.41189	0.43728	1.45077	1.95029
0.071	-2.10058	0.148378	-0.179176	2.7905	2.44221	2.6564	-0.759412	2.68533	0.197945	1.54727	2.69778	2.08651	2.93889	0.369562	-2.84517	1.94188	-1.56043	-1.26763	-3.05895	-1.40988	1.52982	1.0117	1.95011	2.59417	-2.26939	2.47102	-2.50251	-1.64107	-2.73151	-2.02736	0.394577	0.651847	0.765138	2.97136	2.57721
0.074	0.643701	0.374875	1.46832	0.730896	0.60187	1.28961	-1.37209	2.58118	-0.343894	-2.16721	1.53016	0.512798	-1.08212	-2.82054	-2.86887	1.9173	-1.5821	1.12339	-3.07701	-1.42659	1.50957	0.995437	1.93543	2.57937	-2.28837	-0.470032	-0.698241	1.36217	-1.99535	-1.07623	1.67358	0.673041	0.576262	-2.20714	3.11008
0.077	1.68808	3.04671	2.51572	-1.99688	-2.14093	2.23096	-1.69782	2.26989	1.97204	2.20622	2.52426	0.76297	2.43892	2.17042	-2.88922	1.89815	-1.60127	1.10046	-3.09228	-1.44449	1.49203	0.979442	1.91714	2.56541	-2.34478	1.7233	1.72096	0.40541	1.56043	1.38276	-2.23244	-0.387671	2.16946	-2.5414	-0.687605
0.08	1.00702	2.45148	-2.26721	0.105076	1.25389	-2.01875	-3.11743	-0.664508	-1.08545	-2.81701	-2.50239	3.12395	1.91688	2.15084	-2.90833	1.87988	-1.62092	1.08071	-3.1031	-1.45789	1.47924	0.964007	1.9018	2.55366	-2.32971	-0.816633	2.79697	2.52295	2.91364	-0.582486	-0.537448	-1.48985	-0.383033	-2.98318	-0.573158
0.083	1.5049	-2.43853	-1.03045	-0.417356	0.382425	-2.3827	-3.07383	0.74065	-2.07642	1.3834	-0.206134	-0.176831	1.91483	2.13109	-2.9256	1.86382	-1.63708	1.06458	-3.11476	-1.47196	1.46722	0.951037	1.89117	2.54361	-2.2002	2.99357	2.83663	1.58288	1.1491	2.603	-2.63437	1.86979	-2.8904	-2.89926	0.404706
0.086	-0.142258	-1.12408	0.672126	1.05346	-2.5144	1.14415	-1.68675	-0.0625159	-0.464243	-2.58985	-0.951176	-0.19239	1.89842	2.11352	-2.94266	1.85016	-1.6521	1.04815	-3.12533	-1.48297	1.45658	0.937431	1.88058	2.53035	0.0528727	1.18008	0.720544	2.50774	-2.82884	0.476945	-1.75808	-2.70991	-1.90478	-0.0906012	-0.454578
0.089	2.36681	1.82539	-2.26902	-0.179242	1.05376	-1.58605	0.505813	0.843744	2.65206	-2.1444	-0.962584	-0.209113	1.8814	2.09794	-2.95698	1.8365	-1.66453	1.03219	-3.13451	-1.49238	1.44784	0.92937	1.87085	2.51827	-2.39089	1.98895	-0.34184	2.88627	2.67127	0.682102	2.05837	-2.2424	0.54846	-1.17347	-2.15776
0.092	1.71315	-2.50373	-2.17097	0.402447	-1.46583	1.63375	-2.78569	1.89424	1.92707	-2.48456	-0.975823	-0.225505	1.8655	2.08465	-2.97006	1.82405	-1.67641	1.01531	3.13953	-1.50043	1.43779	0.921746	1.86506	2.51167	0.625948	-1.47731	0.884056	0.672623	-1.03804	-2.25976	-2.6331	-1.46453	-1.13349	2.95969	2.97044
0.095	2.5752	-2.25929	-2.93929	-2.08798	-0.562729	-2.23076	-1.53475	-1.10052	-0.699126	2.60334	-0.988202	-0.240139	1.85057	2.0712	-2.98201	1.8143	-1.68745	1.00248	3.13171	-1.50923	1.43168	0.913559	1.85897	2.50354	0.397089	-1.56576	0.195469	-0.109671	0.116943	0.460721	-0.841621	-1.87013	0.722534	2.77309	-2.66857
0.098	-1.75054	-2.91941	-2.1408	-0.0998259	-2.59949	0.653208	-0.109946	-0.800089	2.87133	2.59408	-0.999995	-0.255033	1.83603	2.05974	-2.9934	1.80328	-1.69658	0.988625	3.12451	-1.51563	1.42561	0.907717	1.8514	2.4954	0.679201	1.34575	2.68504	-2.76575	2.63925	2.83486	-2.24445	3.01695	3.00339	-1.51037	0.601922
0.101	-0.171082	-0.843139	-2.42049	-0.488142	-1.9778	-0.0329297	-2.24031	-0.239632	-3.10839	2.58348	-1.0112	-0.267714	1.82321	2.04862	-3.00346	1.79335	-1.70661	0.975924	3.11769	-1.52145	1.41689	0.900205	1.8468	2.48958	-0.85129	2.15769	-2.79239	1.15534	1.62422	-1.96791	2.13341	1.53282	3.12932	-3.04138	-1.77857
0.104	0.306811	0.967627	-1.65721	-1.57105	0.494252	1.22651	1.14556	0.27089	-2.31635	2.57283	-1.02134	-0.280653	1.81135	2.03854	-3.01256	1.78514	-1.71588	0.963224	3.1121	-1.52778	1.40992	0.895393	1.84153	2.48838	-2.67403	0.278619	2.46882	0.139321	-0.205901	-2.79182	-1.74079	-0.363127	1.06925	1.45748	2.84155
0.107	0.159374	2.14653	-0.563266	-1.94511	3.00548	-1.84924	-1.79829	1.95666	2.15648	2.56292	-1.03129	-0.292257	1.79995	2.02924	-3.02125	1.7779	-1.72335	0.952893	3.10674	-1.53457	1.4052	0.891569	1.83569	2.48495	1.13586	1.83413	-1.15773	-2.04062	1.98173	-1.2804	-0.0827761	-1.03355	2.04885	0.188777	-1.81532
0.11	0.0609976	0.118743	1.65555	3.08406	1.63619	0.0841026	0.718083	2.97782	-0.116397	2.55282	-1.04086	-0.302328	1.78953	2.02136	-3.02942	1.77087	-1.73094	0.943367	3.10139	-1.54015	1.40038	0.886879	1.83112	2.47419	0.642495	0.871676	-3.05715	-1.42876	0.985461	-2.37628	2.80054	-1.86521	-0.851743	-2.11539	-1.0414
0.113	-1.60081	1.87636	-0.179988	1.67196	1.08564	0.415694	-0.466092	2.4029	-1.70811	2.54401	-1.05077	-0.312364	1.77921	2.01339	-3.03671	1.76486	-1.73774	0.934476	3.09625	-1.54463	1.39405	0.881655	1.82636	2.47315	0.849597	1.41413	-2.52062	0.508209	-2.49896	-2.47087	0.893005	-1.74686	-2.63148	-2.41771	-2.89623
0.116	2.22639	-0.313089	2.80732	1.98154	3.01764	-3.1317	1.86764	-2.26508	-0.536853	2.53516	-1.0598	-0.321316	1.77003	2.00562	-3.04371	1.75864	-1.74469	0.925651	3.09173	-1.54878	1.38944	0.876619	1.82438	2.46648	-2.88368	-2.25781	2.68898	1.93122	-1.35532	-3.06083	-2.12531	-0.0110233	2.60845	-1.23175	-2.23038
0.119	-2.55017	0.517654	-0.179779	2.40964	1.68875	-2.0522	-2.42876	-1.27971	-1.42669	2.52674	-1.06876	-0.329617	1.76186	1.9989	-3.05033	1.75298	-1.74947	0.91835	3.08611	-1.55431	1.38405	0.872247	1.81847	2.46446	-0.435894	2.42068	-1.85392	-2.49172	0.90113	2.463	-1.63108	2.52881	-2.41712	0.39021	-2.74835
0.122	2.88688	-0.708082	-2.4646	-0.593361	-2.79413	0.660188	0.778208	0.824933	1.51393	2.51916	-1.07598	-0.337024	1.75377	1.99324	-3.0569	1.74695	-1.75572	0.911944	3.08175	-1.55759	1.38023	0.868463	1.81334	2.46286	-2.52158	-0.0963964	-0.0793365	-1.80607	0.805088	2.38615	-0.898392	0.758353	2.83198	1.6566	2.46426
0.125	2.90163	-0.280465	3.08312	-0.143218	-2.29967	-2.49489	-0.5422	-2.418	-2.70908	2.51187	-1.08346	-0.34449	1.74623	1.98758	-3.06271	1.74159	-1.7607	0.905318	3.07813	-1.5627	1.37589	0.864653	1.81019	2.46014	1.69844	2.63538	0.641416	2.31897	1.71259	2.0805	3.00408	-0.942496	3.02698	-1.49283	0.49548
0.128	1.99533	0.615888	2.686	-0.918534	3.01517	1.12014	1.15374	0.166753	-2.71845	2.50553	-1.08992	-0.351348	1.7394	1.98167	-3.06824	1.73702	-1.76503	0.898561	3.07406	-1.5684	1.37096	0.861496	1.80727	2.45359	-1.95301	-1.79382	-0.442694	0.363768	2.04745	-2.95056	1.91393	1.44391	2.45311	-2.62457	1.17596
