Reference Amplitude (V)	6300Hz	6350Hz	6400Hz	6450Hz	6500Hz	6550Hz	6600Hz	6650Hz	6700Hz	6750Hz	6800Hz	6850Hz	6900Hz	6950Hz	7000Hz	7050Hz	7100Hz	7150Hz	7200Hz	7250Hz	7300Hz	7350Hz	7400Hz	7450Hz	7500Hz	7550Hz	7600Hz	7650Hz	7700Hz	7750Hz	7800Hz	7850Hz	7900Hz	7950Hz	8000Hz
0.089	0.0175924	0.0424229	0.0304497	0.0255735	0.0237406	0.022681	0.0217657	0.0211729	0.0206507	0.0191666	0.0192063	0.0177532	0.0172326	0.0161604	0.0165599	0.0157282	0.0138641	0.0186849	0.02382	0.0203121	0.0189505	0.0184081	0.0179776	0.017695	0.0173572	0.0170601	0.0168109	0.0163886	0.016262	0.0160304	0.0158067	0.0154859	0.0156028	0.0155181	0.0150195
0.092	0.0179911	0.0435464	0.0311746	0.0263904	0.0244063	0.0232173	0.0224244	0.0217604	0.0211699	0.0197526	0.0194693	0.0181832	0.0176839	0.0168462	0.0170276	0.0160838	0.0142708	0.0203707	0.0245804	0.020766	0.0194906	0.0189083	0.0184723	0.0181492	0.0177935	0.0174624	0.0172761	0.0168317	0.016653	0.0163295	0.0162197	0.0159038	0.016033	0.015931	0.0154975
0.095	0.0183361	0.0444993	0.0320641	0.0270191	0.0250068	0.0237054	0.0230189	0.02245	0.02184	0.0217224	0.020065	0.0189885	0.0182341	0.0173607	0.0178193	0.0165547	0.0146511	0.0219631	0.0250782	0.0213522	0.0200108	0.0194092	0.01885	0.0186194	0.0182283	0.0179582	0.0177269	0.0172946	0.0171294	0.0168577	0.0166075	0.0163269	0.0163957	0.0163038	0.0158214
0.098	0.0188516	0.045436	0.0327447	0.0278449	0.0255876	0.0244158	0.0235849	0.0227951	0.0222977	0.0218075	0.0205827	0.0192409	0.0186676	0.0177273	0.0182549	0.0170682	0.015043	0.0234121	0.0257414	0.0219361	0.0205447	0.0199805	0.0193877	0.0191055	0.0187751	0.0183692	0.0181786	0.017773	0.0174927	0.0172639	0.0170407	0.016755	0.0169249	0.0167081	0.0162409
0.101	0.0192418	0.0463762	0.033474	0.0284338	0.026419	0.0250121	0.0242209	0.023566	0.0228599	0.0222161	0.021104	0.0200036	0.0193721	0.0181954	0.0188587	0.017605	0.0155636	0.02477	0.0263383	0.0224778	0.0211307	0.0204507	0.0199871	0.0194656	0.0191969	0.0188714	0.0186186	0.0181877	0.01795	0.0176482	0.0175626	0.0171318	0.0172639	0.0170659	0.0166189
0.104	0.0197209	0.0472999	0.0342	0.0291897	0.0270927	0.0256448	0.0248025	0.0242014	0.0234242	0.022479	0.0217006	0.0204871	0.0198585	0.0187042	0.0193884	0.0180548	0.0158723	0.025821	0.0269972	0.022938	0.0216716	0.021005	0.0204133	0.0199791	0.0196911	0.0192919	0.0190316	0.0187205	0.01844	0.0181741	0.0179566	0.0175465	0.0177491	0.0175595	0.0171186
0.107	0.020108	0.0480999	0.0350822	0.0298085	0.0276892	0.0262554	0.0255602	0.024655	0.0240418	0.0234073	0.0223304	0.021113	0.0203629	0.0193094	0.0199226	0.0184435	0.0162396	0.0269632	0.0277615	0.0236025	0.0222135	0.0214356	0.0208877	0.0204713	0.0201397	0.0198209	0.0194762	0.0191259	0.0188636	0.0185206	0.0183498	0.0179773	0.0181992	0.0179476	0.0174665
0.11	0.0205741	0.0489139	0.0359109	0.0305384	0.02837	0.0270246	0.0261085	0.025281	0.0246508	0.0236598	0.0224628	0.0214483	0.0208879	0.0197174	0.0203423	0.0188148	0.0168296	0.0278813	0.0282835	0.0241602	0.022605	0.0219994	0.021395	0.0208972	0.0204955	0.0202162	0.0199136	0.0195927	0.0192353	0.0190152	0.0187877	0.0183889	0.0185718	0.0184153	0.0179063
0.113	0.0209842	0.0497904	0.0366485	0.0312715	0.0289308	0.0275662	0.0266406	0.0258877	0.0250288	0.024104	0.0233668	0.0222642	0.0211779	0.0201046	0.0208731	0.0193154	0.0170755	0.0288319	0.0288239	0.0247965	0.0230721	0.0225076	0.0218768	0.0213916	0.0211214	0.0207191	0.0203686	0.020011	0.0197451	0.0193914	0.0192066	0.0188058	0.0190529	0.0187964	0.0181904
0.116	0.0213578	0.0506388	0.0372821	0.0319521	0.02959	0.0281276	0.0272303	0.0264944	0.0257694	0.0247688	0.0238317	0.022726	0.0217101	0.0207968	0.0213769	0.0197439	0.0174191	0.0295923	0.0295212	0.025412	0.0236038	0.0230859	0.02233	0.0218377	0.0214472	0.0211182	0.0208579	0.0204263	0.0201914	0.0198474	0.0196214	0.0192067	0.0195068	0.0192123	0.0186443
0.119	0.0217835	0.0513857	0.0381294	0.0326668	0.0301569	0.028738	0.0277509	0.0269266	0.0261565	0.0255615	0.0244495	0.0233053	0.0223484	0.0212243	0.0219262	0.0201882	0.0179374	0.0304263	0.030221	0.0258663	0.0241431	0.0235506	0.0229306	0.0225189	0.0220262	0.0215306	0.0213291	0.0209466	0.0205357	0.0203506	0.0201014	0.0196702	0.0198469	0.0196228	0.0190659
0.122	0.0222106	0.0523031	0.0388413	0.0333005	0.0307776	0.0294221	0.0284184	0.0274511	0.0267352	0.0259887	0.0248751	0.0237554	0.0228009	0.0216075	0.0221734	0.0205218	0.0182396	0.0312643	0.0307915	0.0263802	0.024696	0.024016	0.023422	0.022947	0.0223585	0.0219944	0.0217922	0.0213779	0.0209972	0.0208401	0.0204324	0.0201152	0.0202831	0.0200043	0.0194562
0.125	0.0226257	0.0530356	0.0396667	0.0338608	0.031498	0.0299269	0.0290883	0.0281902	0.0282972	0.0264027	0.025454	0.0243756	0.0234191	0.0219831	0.0226784	0.0209985	0.018647	0.0321133	0.0313617	0.026865	0.0252152	0.0244676	0.0239009	0.0233181	0.0229318	0.0224547	0.0221535	0.0218437	0.0214385	0.0212955	0.0209059	0.0205263	0.0207574	0.0203754	0.0198264
0.128	0.0229991	0.0538099	0.0403786	0.0345431	0.0321799	0.0304661	0.0296748	0.0286896	0.0281448	0.0268056	0.0259448	0.0247533	0.0237931	0.0224803	0.0231383	0.0215572	0.018981	0.0329121	0.0319936	0.0274313	0.0258019	0.0249598	0.0242967	0.023887	0.0232843	0.022885	0.0227038	0.0222848	0.0218418	0.0216302	0.021305	0.0209572	0.0212437	0.0208825	0.0202196
