Reference Amplitude (V)	9000Hz	9050Hz	9100Hz	9150Hz	9200Hz	9250Hz	9300Hz	9350Hz	9400Hz	9450Hz	9500Hz	9550Hz	9600Hz	9650Hz	9700Hz	9750Hz	9800Hz	9850Hz	9900Hz	9950Hz	10000Hz	10050Hz	10100Hz	10150Hz	10200Hz	10250Hz	10300Hz	10350Hz	10400Hz	10450Hz	10500Hz
0.062	2.12579e-005	1.67595e-005	9.36657e-006	1.78827e-006	1.33752e-005	3.42588e-005	1.75488e-005	8.96476e-006	1.73049e-005	6.72276e-006	1.31283e-005	8.47415e-006	1.65704e-005	1.36642e-005	1.56437e-005	7.63236e-006	1.89844e-005	1.99568e-005	3.47179e-005	5.34855e-006	8.11936e-006	1.01618e-005	1.17575e-005	2.09937e-005	1.35691e-005	1.67421e-005	1.00402e-005	4.60354e-005	3.93479e-006	2.56382e-005	1.3363e-005
0.065	3.99861e-005	7.29395e-006	2.45444e-005	1.87933e-005	2.43177e-005	1.41169e-005	1.43867e-005	1.28999e-005	1.85845e-005	1.61245e-005	1.19413e-005	9.89955e-006	2.35728e-005	1.5922e-005	6.40052e-006	2.391e-005	2.01595e-005	2.80961e-005	7.82652e-006	1.69895e-005	2.04176e-005	1.69518e-005	1.42671e-005	1.44277e-005	2.60906e-005	2.06324e-005	1.77325e-005	1.65798e-005	2.6037e-005	8.03248e-006	6.74128e-006
0.068	1.77774e-005	1.33151e-005	7.91529e-006	1.64736e-005	1.54336e-005	3.22734e-005	9.33309e-006	4.92298e-006	9.28782e-006	2.41073e-005	1.74235e-005	1.19576e-005	1.62893e-005	2.61633e-005	3.00349e-005	1.13274e-005	1.79365e-005	1.53465e-005	1.21975e-005	1.8454e-005	2.17849e-005	2.21929e-006	6.27716e-006	1.44342e-005	6.33128e-006	2.33469e-005	8.44464e-006	2.33083e-005	1.72277e-005	1.20853e-005	5.21422e-006
0.071	1.8269e-006	2.06251e-005	4.56324e-006	3.26015e-006	2.01523e-005	9.20293e-006	3.94749e-006	3.61622e-006	1.98203e-005	2.0135e-005	9.20619e-006	3.53381e-006	1.02202e-005	8.32837e-007	2.57829e-005	1.71742e-005	2.31311e-005	1.87383e-005	1.91636e-005	1.65737e-005	1.30986e-005	1.91587e-005	1.9154e-005	2.19283e-005	4.1292e-006	2.78668e-006	1.32985e-005	1.30473e-005	1.72326e-005	1.90092e-005	1.4356e-005
0.074	5.13746e-006	1.03624e-005	1.16234e-005	1.22891e-005	3.59503e-006	2.44394e-005	6.23262e-006	1.82076e-005	1.72302e-005	4.70925e-006	3.01592e-005	1.31682e-005	1.70394e-005	1.63862e-005	2.26719e-005	3.35689e-005	1.20477e-005	2.01767e-005	7.28894e-006	6.10581e-005	9.35531e-006	2.9931e-005	6.05841e-006	8.59549e-006	8.795e-006	9.9482e-006	1.92535e-005	1.44362e-005	7.51088e-006	1.32632e-005	1.0108e-005
0.077	2.12734e-005	2.41353e-005	1.22525e-005	9.50556e-006	2.14417e-005	1.04992e-005	2.58643e-005	2.99381e-005	1.43977e-005	1.49906e-005	2.98196e-005	2.3485e-005	5.57572e-006	2.69066e-005	2.45694e-005	7.04837e-006	1.74857e-005	8.7037e-006	1.41619e-005	6.47064e-005	3.80365e-005	1.16029e-005	1.12713e-005	1.77759e-005	3.90604e-005	2.51775e-005	1.27148e-005	1.79197e-005	2.76945e-005	1.04155e-005	6.82838e-006
0.08	1.91705e-005	1.45382e-005	3.13712e-005	1.87281e-005	1.55033e-005	2.02409e-005	8.07456e-006	1.37577e-005	1.50511e-005	1.03152e-005	9.18786e-006	2.95238e-005	1.00084e-005	3.09119e-005	2.21488e-005	1.69921e-005	1.53871e-005	1.10388e-005	2.82428e-005	8.80897e-005	3.05968e-005	1.7149e-005	2.19073e-005	1.87028e-005	6.3534e-006	8.00153e-006	2.30156e-005	1.71492e-005	1.54011e-005	1.937e-005	5.58772e-006
0.083	2.27261e-005	3.3502e-005	1.60109e-005	7.67607e-006	1.79574e-005	1.94644e-005	2.33471e-005	2.1926e-005	3.30802e-005	1.61692e-005	1.81826e-005	2.77125e-006	1.64715e-005	1.87071e-005	9.53496e-006	1.00495e-005	1.86041e-005	1.2287e-005	1.5577e-005	8.73764e-005	2.81318e-005	8.74018e-006	1.46136e-005	1.81392e-005	3.35584e-006	8.32305e-006	5.44192e-006	1.25946e-005	1.30334e-005	5.753e-006	1.11926e-005
0.086	1.40004e-005	9.60798e-006	9.07398e-006	1.66177e-005	8.36097e-006	1.58557e-005	2.27442e-005	4.64188e-006	2.39753e-005	6.66406e-006	1.59566e-005	1.50282e-005	4.07306e-006	2.55161e-005	2.02884e-005	2.08348e-005	1.86785e-005	6.95669e-006	1.13249e-005	6.53092e-005	2.09901e-005	1.77897e-005	6.77574e-006	8.70643e-006	1.17517e-005	3.94703e-006	2.05977e-005	1.8988e-005	6.37583e-006	1.33369e-005	1.90548e-005
0.089	1.51718e-005	1.21526e-005	1.98638e-005	1.83477e-005	1.45159e-005	2.17549e-005	1.3742e-005	1.84835e-005	4.87537e-006	1.74762e-005	1.87824e-005	1.27447e-005	1.56649e-005	6.53563e-006	5.43829e-006	4.34486e-006	6.63509e-006	1.67136e-005	0.00118495	9.14052e-005	1.76205e-005	6.25161e-006	1.35526e-005	3.10991e-005	1.61735e-005	7.62943e-006	1.01339e-005	7.25229e-006	1.58398e-005	3.23411e-005	2.75448e-005
0.092	4.95396e-006	1.31936e-005	1.58808e-005	1.62436e-005	4.09941e-005	1.18675e-005	1.93172e-005	1.0719e-005	1.94112e-005	1.48522e-005	3.02237e-005	1.59137e-005	1.54993e-005	2.75228e-005	1.33733e-005	7.25495e-006	8.28931e-006	2.39442e-005	0.00120043	0.000103405	2.90331e-005	5.83115e-006	4.30289e-006	2.05834e-005	2.77001e-005	2.04695e-005	1.0757e-005	4.54668e-006	1.4404e-006	2.34942e-005	6.67857e-006
0.095	1.0571e-005	7.5582e-006	5.05942e-006	2.25639e-005	1.94997e-005	1.365e-005	1.31571e-005	1.92046e-005	2.26008e-005	2.50841e-005	7.69401e-006	1.64069e-005	2.22672e-005	1.58084e-005	4.04398e-005	1.50484e-005	3.39178e-006	1.52169e-005	0.00132965	4.08562e-005	2.78557e-005	1.55301e-005	1.3701e-005	1.29225e-005	1.23112e-005	1.01563e-005	1.53833e-005	2.41253e-005	1.72025e-005	1.68451e-005	1.11541e-005
0.098	2.13042e-005	1.09496e-005	1.62527e-005	2.9452e-005	7.07741e-006	2.28864e-005	1.11331e-005	1.97232e-005	1.70008e-005	1.3207e-005	1.00487e-005	8.95616e-006	7.20145e-006	1.01892e-005	1.8647e-005	3.1371e-006	1.55615e-005	9.00136e-006	0.00131253	8.79262e-005	2.16742e-005	3.31454e-005	1.64723e-005	1.53787e-005	1.53612e-005	2.26597e-005	4.00152e-005	7.10811e-006	3.15254e-005	1.08039e-005	3.40182e-005
0.101	1.38883e-005	2.96917e-005	2.1816e-005	1.09458e-005	1.42773e-005	1.61455e-005	1.5207e-005	1.49011e-005	1.67057e-005	1.36381e-005	7.7562e-006	1.54584e-005	1.39324e-005	1.84304e-005	1.59402e-005	1.25605e-005	4.30003e-006	4.47548e-005	0.00118947	9.82706e-005	1.35695e-005	3.81015e-006	1.44823e-005	1.01726e-005	2.2245e-005	2.24053e-005	1.77358e-005	4.23048e-006	1.62581e-005	5.53227e-006	1.41428e-005
0.104	1.50945e-005	1.88821e-005	5.24121e-006	7.06673e-006	1.40954e-005	1.55376e-005	2.68e-005	1.57857e-005	1.14093e-005	6.35951e-006	1.01723e-005	6.42132e-006	1.21344e-005	1.59356e-005	2.38284e-006	1.62445e-005	1.15024e-005	1.76227e-005	0.00112132	9.56389e-005	1.69921e-006	2.50832e-005	2.75181e-005	3.35597e-005	1.89308e-005	2.84645e-005	1.26491e-005	2.28889e-005	4.62001e-006	2.71985e-005	1.56894e-005
0.107	1.31398e-005	1.71003e-005	5.13165e-006	2.45188e-005	3.67419e-005	1.65475e-005	1.90531e-005	6.68166e-006	1.27466e-005	2.08684e-005	8.77281e-006	6.06418e-006	1.6371e-005	1.42325e-005	2.00257e-005	1.51352e-005	1.65206e-005	1.95073e-005	0.00144021	0.000146409	1.29666e-005	2.01536e-006	3.28581e-006	5.0661e-006	1.69852e-005	1.02897e-005	1.80355e-005	2.75832e-005	1.06917e-005	1.99072e-005	1.40561e-005
0.11	7.4962e-006	1.48853e-005	2.31358e-005	2.5583e-005	6.65415e-006	1.05321e-005	1.34842e-005	1.52465e-005	5.00808e-006	1.1728e-005	1.53273e-005	3.59826e-006	1.1297e-005	2.59158e-005	1.72193e-005	1.61807e-005	1.76393e-005	8.02884e-006	0.00141745	0.000103682	1.58174e-005	1.5116e-005	1.66901e-005	5.8537e-006	1.75613e-005	1.60618e-005	7.78125e-006	1.43241e-005	1.61484e-005	6.72051e-006	3.35425e-005
0.113	1.11825e-005	2.1673e-005	8.75453e-006	1.11231e-005	1.14751e-005	2.76744e-005	1.74708e-005	1.24843e-005	1.2368e-005	1.58972e-005	2.93867e-005	9.53702e-006	4.32218e-006	7.10501e-006	6.11904e-006	1.12117e-005	1.33859e-005	2.48117e-005	0.00139254	0.000104532	1.99463e-005	1.04772e-005	1.462e-005	2.61631e-005	2.89673e-006	2.3393e-005	2.7272e-005	1.53784e-005	1.62164e-005	2.83739e-005	1.71185e-005
0.116	4.18704e-005	1.03509e-005	1.25104e-005	1.67878e-005	2.01337e-005	1.21388e-005	1.50447e-005	1.3649e-005	2.40114e-005	2.47855e-005	7.24631e-006	1.86925e-005	2.62582e-005	1.08867e-005	1.27095e-005	9.19452e-006	1.31014e-005	5.85264e-006	0.00135278	0.00014495	2.76032e-005	3.55257e-005	6.12054e-006	9.27879e-006	5.7798e-006	2.82686e-005	1.27793e-005	1.261e-005	1.21439e-005	7.82272e-006	1.4027e-005
0.119	6.25699e-006	2.04322e-005	1.184e-005	6.98184e-006	9.03659e-006	1.67098e-005	2.49114e-005	1.06251e-005	1.97489e-005	2.01283e-005	1.39818e-005	1.05502e-005	1.57302e-005	5.88073e-006	1.42858e-005	1.4954e-005	8.69247e-006	2.12202e-005	0.00141066	7.05632e-005	1.66504e-005	4.70196e-006	1.15781e-005	1.37674e-005	7.77094e-006	6.54888e-006	1.53464e-005	2.37529e-005	7.62463e-006	9.63836e-006	1.08553e-005
0.122	8.87993e-006	1.56937e-005	2.38983e-005	7.3694e-006	1.52815e-005	1.66228e-005	1.35365e-005	1.26341e-005	5.81199e-006	1.41612e-005	1.34575e-005	1.88031e-005	1.18671e-005	2.24948e-005	2.43673e-005	1.01224e-005	8.38582e-006	8.22628e-006	0.00155871	8.62283e-005	1.71122e-005	2.99597e-006	6.15423e-006	1.58736e-005	2.05797e-005	1.63726e-005	3.00664e-005	8.41977e-006	1.9096e-005	2.52309e-005	1.48787e-005
0.125	2.25399e-005	1.19205e-005	1.66525e-006	3.25983e-005	2.18526e-005	2.16381e-005	3.02206e-005	1.31208e-005	1.02694e-005	2.66751e-005	1.71895e-005	1.95334e-005	1.37677e-005	1.59342e-005	7.72103e-006	1.81935e-005	2.91774e-006	3.09546e-005	0.0014416	9.00274e-005	2.00166e-005	1.89936e-005	1.91783e-005	2.84263e-005	6.14047e-006	1.10866e-005	2.60528e-005	1.27642e-005	1.32511e-005	1.49704e-005	1.06294e-005
0.128	7.1586e-006	3.48079e-005	2.58101e-005	9.94866e-006	2.71884e-005	1.16084e-005	1.11013e-005	5.44824e-006	8.62798e-006	1.31814e-005	1.05882e-005	1.75302e-005	2.13786e-005	1.86287e-005	2.05878e-005	2.15451e-005	1.19185e-005	2.75737e-005	0.00147738	7.86957e-005	3.15307e-005	1.23433e-005	1.26453e-005	1.46777e-005	1.45126e-005	3.97259e-006	1.53485e-005	1.22834e-005	2.47723e-005	8.10446e-006	6.37015e-006
0.131	1.49276e-005	9.39839e-006	8.16489e-006	2.42676e-005	7.46518e-006	1.74397e-005	1.36059e-005	6.63297e-006	1.79751e-005	8.66027e-006	1.15221e-005	3.27984e-005	1.91082e-005	1.10139e-005	3.88743e-005	1.44906e-005	1.27667e-005	1.60647e-005	0.00149028	9.12813e-005	4.08074e-005	8.88945e-006	1.91791e-005	3.58942e-006	9.75992e-006	2.20315e-005	1.83974e-005	8.82287e-006	9.36817e-006	4.26724e-006	2.34219e-005
0.134	2.54002e-005	1.99047e-005	1.67747e-005	3.96032e-006	2.10878e-005	1.41698e-005	1.51644e-005	6.63105e-006	1.25787e-005	1.42313e-005	1.13557e-005	1.9256e-005	2.19816e-005	8.25502e-006	1.07287e-005	1.00132e-005	5.3024e-006	7.5619e-006	0.00151178	0.000120985	4.57189e-005	3.37563e-005	2.55165e-005	3.39795e-005	2.04238e-005	1.00882e-005	7.89437e-006	5.69384e-006	2.47347e-005	1.80712e-005	3.00834e-005
0.137	2.94133e-005	1.65314e-005	2.1884e-005	3.20139e-005	1.72953e-005	3.12108e-005	2.86356e-005	1.9191e-005	1.18765e-005	7.34856e-006	1.62764e-005	1.4376e-005	1.12929e-005	2.26699e-005	5.79801e-006	1.87809e-005	3.3325e-005	4.17101e-005	0.00150464	0.000116276	2.24738e-005	2.51581e-005	1.89093e-005	9.57959e-006	9.64769e-006	1.45496e-005	1.3043e-005	3.13573e-005	2.69399e-005	3.237e-005	6.89222e-006
0.14	5.2695e-006	8.3145e-006	5.71403e-006	1.48634e-005	1.26345e-005	2.57772e-005	4.2757e-006	1.23074e-005	1.40168e-005	1.34196e-005	8.32149e-006	1.25569e-005	1.64937e-005	1.11598e-005	1.34092e-005	2.00278e-005	7.98204e-006	6.57424e-005	0.00144471	6.88823e-005	4.75789e-005	2.19463e-005	2.06608e-005	2.05255e-005	2.43738e-005	1.84955e-005	1.86508e-005	3.16063e-005	9.11369e-006	1.21714e-005	1.58087e-005
0.143	1.02649e-005	2.20028e-005	1.29568e-005	1.15186e-005	1.83649e-005	1.16054e-005	7.55906e-006	1.72525e-005	3.15399e-006	1.13269e-005	1.76025e-005	2.75404e-005	2.26709e-005	4.08709e-006	2.64815e-005	3.72882e-005	3.6209e-005	0.0283203	0.00151292	5.17804e-005	1.77204e-005	1.50435e-005	1.74793e-005	1.5728e-005	2.82592e-005	2.71606e-005	1.73287e-005	1.99e-005	8.06724e-006	5.30229e-006	1.77986e-005
0.146	2.11075e-005	5.81e-006	1.07358e-005	1.23122e-005	1.03948e-005	1.02936e-005	1.5078e-005	7.12323e-006	1.65321e-005	1.4829e-005	1.57912e-005	1.99167e-006	5.60084e-006	6.84395e-006	7.84689e-006	9.74986e-006	1.96885e-005	0.0275539	0.00152499	6.96967e-005	2.52642e-005	2.05337e-006	2.2161e-005	1.37426e-006	2.93037e-006	2.52677e-005	2.38628e-005	1.11648e-005	1.04315e-005	1.02094e-005	7.17509e-006
0.149	9.02416e-006	1.33604e-005	2.36144e-005	1.74833e-005	2.04973e-005	1.23889e-005	3.22041e-006	1.4613e-005	1.62114e-005	3.10811e-005	1.81585e-005	1.85644e-005	1.15358e-005	2.67116e-005	3.99457e-005	1.48994e-005	2.46775e-005	0.0272469	0.00157595	0.0001133	1.56737e-005	4.68178e-006	1.3184e-005	2.62442e-005	1.23311e-005	6.02734e-006	3.07432e-005	8.94473e-006	2.56559e-005	1.46722e-005	3.80245e-005
