Reference Amplitude (V)	6200Hz	6250Hz	6300Hz	6350Hz	6400Hz	6450Hz	6500Hz	6550Hz	6600Hz	6650Hz	6700Hz	6750Hz	6800Hz	6850Hz	6900Hz	6950Hz	7000Hz	7050Hz	7100Hz	7150Hz	7200Hz	7250Hz	7300Hz	7350Hz	7400Hz	7450Hz	7500Hz	7550Hz	7600Hz	7650Hz	7700Hz	7750Hz	7800Hz	7850Hz	7900Hz	7950Hz	8000Hz	8050Hz	8100Hz	8150Hz	8200Hz	8250Hz	8300Hz	8350Hz	8400Hz	8450Hz	8500Hz	8550Hz	8600Hz	8650Hz	8700Hz	8750Hz	8800Hz	8850Hz	8900Hz	8950Hz	9000Hz
0.05	-2.16882	-2.1516	-2.14422	-2.14946	-2.14646	-2.13618	-2.10208	-1.99335	-1.96394	-2.08223	-2.10317	-2.18788	-2.14497	-2.07941	-1.97099	-1.50955	-2.11537	-2.30512	-1.95017	-1.95856	-2.11437	-2.17068	-2.40765	-2.44179	-2.40209	-2.37922	-2.36682	-2.3776	-2.39153	-2.39613	-2.41626	-2.3978	-2.42107	-2.42215	-2.33018	-2.41425	-2.44508	-2.47067	-2.43865	-1.58121	-2.42249	-2.44998	-2.48647	-2.49528	-2.49207	-2.48835	-2.51948	-2.53099	-2.54014	-2.53224	-2.52843	-2.54651	-2.53205	-2.54204	-2.55313	-2.61827	-2.51938
0.053	-2.16657	-2.15452	-2.15601	-2.14994	-2.14829	-2.13739	-2.11456	-1.99813	-1.97604	-2.08424	-2.1009	-2.19478	-2.13288	-2.07482	-1.96816	-1.52377	-2.13628	-2.32111	-1.95916	-1.97858	-2.11199	-2.16981	-2.40278	-2.43976	-2.39636	-2.37727	-2.36793	-2.38224	-2.38539	-2.40661	-2.40501	-2.42299	-2.43383	-2.42046	-2.34013	-2.42296	-2.44468	-2.44768	-2.46065	-1.58041	-2.41315	-2.45854	-2.4627	-2.47817	-2.47797	-2.50752	-2.50873	-2.51357	-2.50109	-2.52113	-2.54345	-2.54402	-2.5411	-2.56785	-2.56955	-2.57719	-2.49154
0.056	-2.17413	-2.15697	-2.15586	-2.15137	-2.14741	-2.1385	-2.11292	-1.99574	-1.98449	-2.09322	-2.11548	-2.1995	-2.12067	-2.07418	-1.97605	-1.54529	-2.1465	-2.32599	-1.97886	-1.98999	-2.11014	-2.16961	-2.3947	-2.4322	-2.40247	-2.38428	-2.38146	-2.39078	-2.38185	-2.41469	-2.42556	-2.41466	-2.41663	-2.42409	-2.34143	-2.40863	-2.43638	-2.44714	-2.44165	-1.57226	-2.43149	-2.47652	-2.48806	-2.48758	-2.50337	-2.50121	-2.51574	-2.53808	-2.53832	-2.52687	-2.51695	-2.56166	-2.54738	-2.55006	-2.57981	-2.5604	-2.50756
0.059	-2.17426	-2.15838	-2.15651	-2.15828	-2.15334	-2.14471	-2.1161	-1.99813	-1.98922	-2.09762	-2.1147	-2.20643	-2.11769	-2.06414	-1.98113	-1.77944	-2.16422	-2.33727	-1.99307	-1.9908	-2.11646	-2.16799	-2.39786	-2.43275	-2.40932	-2.38834	-2.3737	-2.37936	-2.40075	-2.41102	-2.41448	-2.42507	-2.42351	-2.42941	-2.3473	-2.41674	-2.45107	-2.45363	-2.44141	-1.51956	-2.41165	-2.47615	-2.48806	-2.48251	-2.50042	-2.50289	-2.51411	-2.52989	-2.52886	-2.52468	-2.55742	-2.54239	-2.55928	-2.54126	-2.53323	-2.56992	-2.48598
0.062	-2.18027	-2.16558	-2.16089	-2.16354	-2.15332	-2.15009	-2.11336	-1.9938	-1.99311	-2.09843	-2.12233	-2.20434	-2.11587	-2.06919	-1.97543	-1.81082	-2.17857	-2.34686	-2.00371	-2.00842	-2.11739	-2.16092	-2.4078	-2.43487	-2.40269	-2.39029	-2.38185	-2.38156	-2.40033	-2.40468	-2.4097	-2.41846	-2.42815	-2.42956	-2.34833	-2.42532	-2.45124	-2.46766	-2.45129	-1.52386	-2.42602	-2.47082	-2.49156	-2.49119	-2.49544	-2.49412	-2.52831	-2.53026	-2.54605	-2.52738	-2.52837	-2.5419	-2.55294	-2.54968	-2.54053	-2.59517	-2.49825
0.065	-2.18314	-2.16899	-2.1632	-2.16354	-2.1613	-2.15325	-2.11405	-1.99558	-2.00086	-2.11006	-2.12782	-2.21659	-2.10541	-2.06179	-1.97688	-1.83507	-2.18848	-2.3611	-2.01341	-2.00421	-2.11984	-2.15919	-2.40277	-2.44088	-2.41005	-2.38846	-2.39405	-2.38459	-2.40837	-2.39544	-2.40675	-2.43166	-2.4324	-2.41112	-2.3541	-2.42081	-2.45322	-2.4494	-2.45676	-1.47573	-2.42666	-2.48322	-2.48057	-2.48439	-2.49494	-2.51509	-2.51279	-2.53702	-2.53417	-2.53404	-2.54058	-2.55949	-2.57004	-2.564	-2.56355	-2.58719	-2.51138
0.068	-2.18586	-2.16984	-2.16906	-2.16575	-2.16192	-2.15006	-2.11962	-1.99039	-2.00088	-2.1133	-2.13159	-2.22258	-2.09591	-2.06008	-1.98164	-1.85915	-2.19445	-2.36689	-2.03078	-2.01581	-2.11557	-2.15988	-2.39661	-2.43083	-2.40553	-2.38849	-2.38468	-2.38567	-2.40225	-2.40084	-2.41243	-2.4122	-2.44109	-2.43511	-2.34886	-2.42276	-2.44755	-2.44008	-2.44582	-1.481	-2.41864	-2.47842	-2.48491	-2.50212	-2.49985	-2.51677	-2.5375	-2.54259	-2.54337	-2.54299	-2.53283	-2.56151	-2.56388	-2.57566	-2.55399	-2.57826	-2.49255
0.071	-2.18717	-2.16852	-2.16865	-2.16423	-2.16269	-2.15238	-2.11749	-1.9947	-2.00976	-2.11765	-2.13546	-2.21564	-2.0893	-2.05854	-1.98414	-1.88184	-2.2097	-2.38391	-2.05196	-2.02558	-2.12589	-2.15252	-2.39252	-2.42935	-2.40214	-2.38118	-2.38267	-2.38282	-2.40488	-2.41663	-2.41122	-2.43931	-2.43391	-2.42655	-2.32966	-2.41909	-2.4689	-2.45173	-2.44802	-1.4731	-2.42851	-2.47942	-2.49127	-2.48909	-2.5048	-2.51948	-2.51966	-2.545	-2.54383	-2.52944	-2.56349	-2.54649	-2.56391	-2.55945	-2.56037	-2.59957	-2.49533
0.074	-2.18949	-2.17159	-2.1738	-2.16962	-2.16957	-2.15589	-2.12136	-1.99815	-2.01164	-2.11731	-2.14654	-2.21467	-2.09709	-2.06098	-1.98628	-1.89916	-2.22487	-2.38818	-2.049	-2.03197	-2.12057	-2.14974	-2.39378	-2.43844	-2.40853	-2.39002	-2.39329	-2.39289	-2.40026	-2.40156	-2.43405	-2.42666	-2.43756	-2.43094	-2.35514	-2.42713	-2.45435	-2.45977	-2.45202	-1.47849	-2.43656	-2.47282	-2.48158	-2.50587	-2.5038	-2.50915	-2.52927	-2.52506	-2.53106	-2.54938	-2.55224	-2.55454	-2.55421	-2.55797	-2.56397	-2.59087	-2.50386
0.077	-2.19274	-2.17501	-2.1732	-2.17054	-2.16993	-2.15746	-2.12234	-1.99278	-2.01474	-2.12432	-2.15259	-2.21476	-2.07972	-2.06223	-1.99146	-1.92303	-2.2331	-2.39947	-2.0657	-2.04218	-2.11779	-2.14622	-2.39307	-2.43237	-2.40753	-2.38558	-2.38554	-2.39942	-2.40306	-2.40968	-2.42587	-2.43008	-2.43736	-2.43018	-2.33717	-2.41682	-2.45711	-2.45885	-2.45224	-1.45283	-2.43528	-2.49179	-2.47854	-2.49743	-2.49614	-2.51773	-2.5291	-2.53248	-2.54963	-2.53782	-2.55703	-2.56183	-2.56765	-2.58225	-2.56597	-2.57069	-2.49596
0.08	-2.19615	-2.17756	-2.17632	-2.1756	-2.171	-2.15687	-2.12025	-1.99411	-2.02304	-2.12195	-2.15457	-2.21429	-2.07484	-2.06293	-1.95925	-1.94014	-2.24472	-2.40531	-2.07574	-2.04503	-2.11198	-2.14069	-2.3969	-2.43428	-2.41014	-2.39895	-2.39156	-2.39394	-2.40302	-2.41166	-2.41772	-2.42963	-2.4441	-2.44141	-2.34585	-2.43577	-2.46022	-2.45863	-2.46899	-1.43799	-2.4333	-2.48737	-2.48618	-2.50225	-2.50719	-2.52426	-2.5364	-2.53967	-2.5525	-2.53939	-2.55953	-2.57466	-2.572	-2.56911	-2.57686	-2.59153	-2.50073
0.083	-2.19819	-2.18187	-2.17732	-2.1766	-2.16619	-2.15806	-2.1238	-1.98787	-2.02351	-2.13215	-2.1598	-2.19353	-2.0722	-2.06817	-1.97853	-1.96004	-2.25289	-2.4193	-2.08877	-2.05317	-2.11525	-2.14381	-2.39653	-2.43133	-2.40382	-2.39452	-2.39543	-2.39987	-2.40804	-2.4166	-2.42241	-2.42678	-2.43445	-2.44068	-2.3511	-2.43693	-2.46196	-2.45915	-2.45697	-1.43527	-2.42929	-2.47753	-2.48281	-2.50283	-2.5009	-2.52545	-2.52956	-2.53593	-2.55375	-2.53347	-2.55444	-2.55346	-2.55083	-2.56341	-2.56825	-2.59049	-2.50947
0.086	-2.19879	-2.18402	-2.17786	-2.17858	-2.17391	-2.15858	-2.12485	-1.98884	-2.02534	-2.13641	-2.16323	-2.17796	-2.0709	-2.07265	-1.98948	-1.97196	-2.26263	-2.42371	-2.09916	-2.05837	-2.11416	-2.14468	-2.39138	-2.4333	-2.40473	-2.39888	-2.38917	-2.39468	-2.41121	-2.42103	-2.43019	-2.43833	-2.43399	-2.44096	-2.35125	-2.43147	-2.46029	-2.45105	-2.46992	-1.42568	-2.43739	-2.48241	-2.50526	-2.49806	-2.50733	-2.53017	-2.5276	-2.54748	-2.54048	-2.54046	-2.56324	-2.55958	-2.56821	-2.57508	-2.56629	-2.59378	-2.52666
0.089	-2.20419	-2.18789	-2.18011	-2.17873	-2.17259	-2.15979	-2.11925	-1.98716	-2.03498	-2.13683	-2.16443	-2.14986	-2.07044	-2.07178	-2.00586	-1.99034	-2.26994	-2.43321	-2.10581	-2.06013	-2.11587	-2.13995	-2.39265	-2.42986	-2.40889	-2.39298	-2.39754	-2.39979	-2.41279	-2.41476	-2.43518	-2.44431	-2.45545	-2.44359	-2.34686	-2.43113	-2.4618	-2.46207	-2.46689	-1.40527	-2.43391	-2.48818	-2.49724	-2.50758	-2.50841	-2.53975	-2.52856	-2.54848	-2.54185	-2.54203	-2.53989	-2.55131	-2.55534	-2.58002	-2.56193	-2.58846	-2.51296
0.092	-2.2074	-2.19119	-2.17955	-2.18074	-2.17319	-2.16273	-2.12007	-1.98437	-2.04256	-2.13802	-2.17333	-2.10496	-2.06602	-2.07064	-2.01386	-2.00516	-2.27926	-2.43415	-2.11089	-2.06297	-2.11698	-2.14017	-2.38919	-2.42431	-2.40864	-2.39344	-2.39076	-2.3919	-2.4147	-2.41824	-2.41778	-2.4384	-2.44081	-2.44114	-2.34281	-2.44131	-2.46297	-2.46573	-2.45754	-1.40242	-2.44114	-2.48787	-2.49777	-2.50495	-2.50336	-2.52897	-2.54218	-2.53436	-2.53788	-2.5497	-2.55914	-2.56782	-2.5713	-2.57771	-2.58595	-2.60123	-2.50462
0.095	-2.20658	-2.18638	-2.18234	-2.18225	-2.17507	-2.16804	-2.12343	-1.98058	-2.04084	-2.14576	-2.17939	-2.06244	-2.06296	-2.07728	-2.02805	-2.01879	-2.28815	-2.44107	-2.13045	-2.0698	-2.1131	-2.13861	-2.38814	-2.42544	-2.41021	-2.39923	-2.39475	-2.39358	-2.41176	-2.42201	-2.42624	-2.44229	-2.44579	-2.4521	-2.34187	-2.44159	-2.46938	-2.46641	-2.46625	-1.36843	-2.43594	-2.48819	-2.49595	-2.51592	-2.50854	-2.52893	-2.52585	-2.54462	-2.53963	-2.54718	-2.558	-2.57757	-2.57379	-2.571	-2.56645	-2.59896	-2.49959
0.098	-2.20619	-2.18761	-2.18513	-2.18638	-2.17755	-2.16674	-2.11899	-1.98441	-2.04309	-2.14858	-2.1858	-2.02412	-2.06328	-2.07549	-2.03896	-2.03226	-2.29895	-2.45118	-2.13463	-2.0774	-2.11245	-2.14053	-2.39242	-2.4181	-2.40382	-2.39513	-2.39529	-2.40375	-2.41153	-2.42049	-2.43617	-2.4378	-2.44686	-2.45335	-2.35702	-2.43827	-2.46553	-2.46593	-2.47506	-1.36986	-2.43046	-2.47941	-2.50267	-2.50177	-2.51196	-2.52794	-2.54662	-2.54648	-2.55299	-2.5532	-2.56338	-2.56402	-2.57265	-2.5741	-2.5836	-2.59648	-2.51252
0.101	-2.20886	-2.19193	-2.18728	-2.18655	-2.18084	-2.16812	-2.12087	-1.98426	-2.04694	-2.1544	-2.18817	-1.98313	-2.0647	-2.07507	-2.05122	-2.03815	-2.30614	-2.45488	-2.14315	-2.07328	-2.11336	-2.14176	-2.3888	-2.42533	-2.40795	-2.39854	-2.39401	-2.39874	-2.41033	-2.42293	-2.42962	-2.43622	-2.44997	-2.44358	-2.35006	-2.43718	-2.46466	-2.46174	-2.45769	-1.33638	-2.44059	-2.48879	-2.48527	-2.5094	-2.52259	-2.53391	-2.54581	-2.54385	-2.54419	-2.55433	-2.55291	-2.55469	-2.58074	-2.57547	-2.5729	-2.59787	-2.50894
0.104	-2.21143	-2.19311	-2.18675	-2.18806	-2.18454	-2.16951	-2.12089	-1.97805	-2.05285	-2.15785	-2.19578	-1.95272	-2.06327	-2.07611	-2.05933	-2.05262	-2.31668	-2.46048	-2.14386	-2.08804	-2.1045	-2.14292	-2.38801	-2.42081	-2.40407	-2.39323	-2.39951	-2.39736	-2.41341	-2.42144	-2.43285	-2.43604	-2.44421	-2.43932	-2.3483	-2.43752	-2.46997	-2.46748	-2.47156	-1.3526	-2.43985	-2.4911	-2.48923	-2.50781	-2.51903	-2.52618	-2.53574	-2.5443	-2.54812	-2.55686	-2.55217	-2.5633	-2.56376	-2.57262	-2.55503	-2.60936	-2.49023
0.107	-2.21352	-2.1937	-2.19371	-2.18781	-2.1837	-2.16865	-2.11846	-1.97538	-2.05454	-2.15983	-2.19686	-1.93332	-2.06348	-2.08134	-2.07488	-2.06299	-2.32607	-2.46555	-2.15228	-2.08577	-2.1038	-2.14235	-2.38987	-2.42084	-2.4111	-2.40146	-2.39803	-2.39788	-2.40782	-2.42021	-2.43499	-2.44253	-2.44734	-2.44882	-2.34855	-2.44384	-2.47703	-2.47495	-2.47441	-1.32537	-2.44305	-2.49151	-2.50261	-2.51422	-2.5192	-2.53035	-2.54697	-2.56063	-2.55217	-2.56271	-2.55826	-2.55946	-2.56481	-2.56844	-2.584	-2.6009	-2.50398
0.11	-2.21237	-2.1968	-2.19242	-2.19069	-2.18335	-2.16975	-2.11981	-1.97337	-2.06195	-2.16473	-2.20602	-1.92065	-2.06371	-2.09157	-2.07907	-2.07103	-2.33427	-2.47488	-2.1593	-2.08976	-2.10518	-2.14609	-2.38702	-2.42276	-2.40555	-2.39862	-2.40099	-2.40463	-2.41167	-2.42446	-2.43111	-2.44318	-2.44874	-2.45037	-2.35167	-2.4456	-2.47737	-2.47648	-2.47346	-1.33757	-2.44956	-2.4978	-2.50279	-2.51086	-2.52261	-2.52568	-2.54798	-2.54474	-2.56123	-2.56327	-2.55521	-2.55703	-2.57788	-2.58453	-2.58383	-2.59046	-2.51062
0.113	-2.21646	-2.19695	-2.19475	-2.19137	-2.18312	-2.17058	-2.1194	-1.97272	-2.06279	-2.17159	-2.20827	-1.90792	-2.06892	-2.10048	-2.09	-2.0786	-2.33946	-2.47792	-2.16581	-2.08662	-2.09994	-2.1498	-2.38609	-2.42143	-2.40847	-2.39853	-2.40127	-2.40247	-2.41831	-2.42355	-2.43588	-2.44422	-2.45199	-2.45347	-2.34782	-2.44235	-2.46813	-2.47059	-2.46725	-1.30379	-2.43937	-2.49551	-2.50303	-2.52098	-2.51566	-2.53917	-2.53986	-2.55473	-2.55807	-2.54726	-2.56145	-2.56698	-2.57568	-2.57034	-2.5676	-2.6107	-2.49868
0.116	-2.21555	-2.19841	-2.19313	-2.19426	-2.18356	-2.17133	-2.11853	-1.97183	-2.07134	-2.17246	-2.20987	-1.90243	-2.06841	-2.10893	-2.09629	-2.08648	-2.34608	-2.48323	-2.17121	-2.09799	-2.09458	-2.15392	-2.38728	-2.42474	-2.4072	-2.40101	-2.39784	-2.40588	-2.41992	-2.42533	-2.43802	-2.44263	-2.45967	-2.45821	-2.35349	-2.44389	-2.47179	-2.47618	-2.47447	-1.29803	-2.43896	-2.492	-2.50257	-2.51867	-2.51538	-2.53233	-2.54645	-2.55245	-2.55979	-2.55695	-2.57112	-2.57119	-2.57898	-2.57653	-2.57297	-2.59674	-2.49831
0.119	-2.219	-2.19845	-2.19557	-2.19503	-2.18383	-2.16761	-2.11835	-1.96761	-2.07755	-2.17875	-2.20453	-1.90301	-2.07014	-2.11813	-2.10043	-2.09928	-2.35358	-2.48826	-2.17789	-2.10333	-2.10087	-2.15457	-2.38941	-2.42004	-2.41255	-2.40535	-2.39759	-2.40487	-2.42	-2.43172	-2.42882	-2.44179	-2.45704	-2.45352	-2.35118	-2.44188	-2.471	-2.47213	-2.47396	-1.29767	-2.45106	-2.49126	-2.50807	-2.51583	-2.52246	-2.5405	-2.55322	-2.55349	-2.55652	-2.54734	-2.55497	-2.56412	-2.56564	-2.5816	-2.58547	-2.62098	-2.49738
0.122	-2.22107	-2.20066	-2.19497	-2.19199	-2.1868	-2.17083	-2.11625	-1.96634	-2.08334	-2.18035	-2.18053	-1.90174	-2.07288	-2.12858	-2.10599	-2.1073	-2.35973	-2.49437	-2.18169	-2.10405	-2.09354	-2.15765	-2.38451	-2.42068	-2.40871	-2.40225	-2.40219	-2.40708	-2.42034	-2.4292	-2.43651	-2.4468	-2.45667	-2.458	-2.3564	-2.44828	-2.47164	-2.47487	-2.46909	-1.29196	-2.45042	-2.48858	-2.50587	-2.51659	-2.51289	-2.53969	-2.53996	-2.54508	-2.56644	-2.56537	-2.56062	-2.56667	-2.57805	-2.58779	-2.57085	-2.61196	-2.48977
0.125	-2.21935	-2.20421	-2.19736	-2.19551	-2.1889	-2.17078	-2.11694	-1.96441	-2.09196	-2.18528	-2.14651	-1.9052	-2.07452	-2.13149	-2.11663	-2.11799	-2.36662	-2.49851	-2.18776	-2.10639	-2.09118	-2.16395	-2.37963	-2.42011	-2.40751	-2.39989	-2.40364	-2.40725	-2.42527	-2.42676	-2.44082	-2.44838	-2.45395	-2.46114	-2.3467	-2.44194	-2.47669	-2.47334	-2.47551	-1.26976	-2.44259	-2.49534	-2.50344	-2.51084	-2.5234	-2.55023	-2.5478	-2.55477	-2.54797	-2.56388	-2.56364	-2.57372	-2.58574	-2.58553	-2.57863	-2.61083	-2.49781
0.128	-2.22109	-2.20466	-2.19633	-2.19514	-2.18939	-2.16957	-2.11322	-1.96431	-2.09699	-2.18986	-2.08176	-1.90696	-2.07596	-2.13926	-2.12028	-2.11952	-2.37217	-2.49691	-2.19331	-2.10654	-2.08432	-2.16176	-2.38625	-2.42039	-2.40615	-2.40141	-2.40293	-2.40536	-2.41891	-2.4278	-2.4374	-2.44356	-2.45797	-2.45928	-2.34908	-2.45211	-2.47541	-2.47858	-2.47312	-1.2475	-2.45382	-2.49845	-2.51135	-2.52196	-2.52852	-2.53215	-2.56066	-2.56591	-2.55252	-2.56244	-2.56713	-2.56624	-2.57067	-2.59196	-2.58103	-2.6069	-2.48832
0.131	-2.22373	-2.20492	-2.19899	-2.19567	-2.18859	-2.17243	-2.11372	-1.96155	-2.10346	-2.19689	-2.02835	-1.91362	-2.07768	-2.14654	-2.12913	-2.12753	-2.37642	-2.50327	-2.18903	-2.1115	-2.08076	-2.16591	-2.38117	-2.41854	-2.40578	-2.40215	-2.40357	-2.40896	-2.41921	-2.42835	-2.43404	-2.45169	-2.45434	-2.45739	-2.35301	-2.44467	-2.47235	-2.4727	-2.48547	-1.2408	-2.45303	-2.50105	-2.51227	-2.51487	-2.5254	-2.53928	-2.55606	-2.5664	-2.56151	-2.56485	-2.55762	-2.57382	-2.58531	-2.57308	-2.58165	-2.62659	-2.49637
