Reference Amplitude (V)	6200Hz	6250Hz	6300Hz	6350Hz	6400Hz	6450Hz	6500Hz	6550Hz	6600Hz	6650Hz	6700Hz	6750Hz	6800Hz	6850Hz	6900Hz	6950Hz	7000Hz	7050Hz	7100Hz	7150Hz	7200Hz	7250Hz	7300Hz	7350Hz	7400Hz	7450Hz	7500Hz	7550Hz	7600Hz	7650Hz	7700Hz	7750Hz	7800Hz	7850Hz	7900Hz	7950Hz	8000Hz	8050Hz	8100Hz	8150Hz	8200Hz	8250Hz	8300Hz	8350Hz	8400Hz	8450Hz	8500Hz	8550Hz	8600Hz	8650Hz	8700Hz	8750Hz	8800Hz	8850Hz	8900Hz	8950Hz	9000Hz
0.02	0.00871363	0.00841826	0.00812288	0.00812288	0.00767981	0.00797519	0.00708906	0.00723675	0.00767981	0.00723675	0.00723675	0.00767981	0.00723675	0.00679368	0.0064983	0.00679368	0.0078275	0.00738444	0.00664599	0.00723675	0.00753213	0.00767981	0.00694137	0.00679368	0.00664599	0.00708906	0.0064983	0.00664599	0.00635062	0.00679368	0.00635062	0.0064983	0.00620293	0.00620293	0.00590755	0.00679368	0.00590755	0.00620293	0.00694137	0.00590755	0.00635062	0.00635062	0.0064983	0.00575986	0.00620293	0.00575986	0.00590755	0.0064983	0.00738444	0.00575986	0.00620293	0.00605524	0.00590755	0.0064983	0.00620293	0.00635062	0.00635062
0.023	0.00930439	0.00856595	0.00841826	0.0078275	0.00812288	0.00812288	0.00723675	0.00723675	0.00812288	0.00753213	0.00767981	0.00738444	0.00738444	0.00708906	0.00679368	0.0064983	0.00797519	0.00723675	0.00664599	0.00738444	0.00723675	0.0078275	0.00723675	0.00723675	0.00679368	0.00694137	0.00664599	0.00664599	0.00679368	0.00679368	0.00694137	0.0064983	0.00590755	0.00679368	0.00620293	0.00679368	0.00635062	0.00605524	0.00708906	0.00575986	0.00635062	0.00664599	0.00664599	0.00620293	0.00679368	0.00694137	0.00620293	0.00605524	0.00605524	0.00635062	0.00664599	0.00679368	0.0064983	0.00620293	0.00620293	0.00590755	0.00620293
0.026	0.00989514	0.0091567	0.00930439	0.00856595	0.00871363	0.00827057	0.00812288	0.00753213	0.00841826	0.00856595	0.00797519	0.00812288	0.00797519	0.00694137	0.00694137	0.00753213	0.00827057	0.00753213	0.00679368	0.0078275	0.00767981	0.0078275	0.00841826	0.00694137	0.00694137	0.00679368	0.00664599	0.00679368	0.0064983	0.00679368	0.00635062	0.00635062	0.00738444	0.00679368	0.00635062	0.0064983	0.00708906	0.00605524	0.00605524	0.00575986	0.00664599	0.0064983	0.00635062	0.00620293	0.00605524	0.0064983	0.00664599	0.00679368	0.00620293	0.00723675	0.00708906	0.0078275	0.00605524	0.00620293	0.00620293	0.00605524	0.00664599
0.029	0.0103382	0.00930439	0.00945208	0.0091567	0.00886132	0.00827057	0.00871363	0.0078275	0.00930439	0.00900901	0.00856595	0.00827057	0.0078275	0.00708906	0.00679368	0.00753213	0.00871363	0.00797519	0.00708906	0.00812288	0.00886132	0.00797519	0.00767981	0.00708906	0.00767981	0.00694137	0.00679368	0.00738444	0.00664599	0.00738444	0.00664599	0.00694137	0.00694137	0.00664599	0.00635062	0.00738444	0.00738444	0.00664599	0.00679368	0.00605524	0.00694137	0.00664599	0.00664599	0.00664599	0.00738444	0.00635062	0.00605524	0.00664599	0.0064983	0.00620293	0.00590755	0.00679368	0.0064983	0.00620293	0.00605524	0.00664599	0.00635062
0.032	0.0101905	0.00989514	0.00974746	0.00930439	0.0091567	0.00930439	0.00856595	0.00886132	0.00886132	0.00812288	0.00812288	0.00841826	0.0078275	0.00767981	0.00767981	0.00827057	0.0104859	0.0078275	0.0064983	0.00797519	0.00812288	0.00871363	0.00856595	0.00767981	0.00723675	0.0078275	0.00694137	0.00812288	0.00679368	0.0064983	0.00679368	0.00664599	0.00664599	0.00664599	0.00708906	0.00694137	0.00679368	0.00664599	0.00664599	0.00575986	0.00723675	0.00679368	0.00694137	0.00664599	0.00679368	0.00694137	0.00620293	0.00605524	0.00708906	0.00605524	0.00679368	0.00590755	0.0064983	0.00664599	0.0064983	0.0064983	0.00620293
0.035	0.010929	0.0100428	0.00989514	0.00974746	0.00989514	0.00886132	0.00856595	0.00856595	0.00871363	0.0091567	0.00886132	0.00856595	0.00900901	0.0078275	0.00753213	0.0078275	0.00959977	0.00841826	0.00738444	0.00841826	0.00886132	0.00856595	0.00856595	0.00767981	0.00767981	0.00738444	0.00753213	0.00723675	0.00679368	0.00679368	0.00694137	0.00767981	0.00694137	0.0064983	0.00679368	0.0064983	0.00708906	0.00679368	0.00620293	0.00620293	0.00738444	0.00753213	0.00694137	0.00635062	0.00708906	0.00664599	0.00679368	0.00664599	0.00664599	0.00635062	0.00635062	0.00694137	0.00723675	0.00664599	0.00723675	0.0064983	0.00590755
0.038	0.0116674	0.0103382	0.0106336	0.0101905	0.0101905	0.0091567	0.00900901	0.00886132	0.00989514	0.00900901	0.0091567	0.00930439	0.00886132	0.00856595	0.00797519	0.0078275	0.010929	0.00841826	0.00723675	0.00900901	0.00856595	0.00827057	0.00841826	0.00827057	0.00753213	0.00753213	0.00708906	0.00708906	0.00708906	0.00753213	0.00694137	0.00679368	0.00738444	0.00664599	0.00635062	0.00723675	0.00694137	0.00753213	0.00664599	0.00590755	0.00767981	0.00679368	0.00723675	0.00679368	0.00694137	0.00708906	0.00708906	0.00694137	0.00694137	0.00708906	0.00664599	0.0064983	0.00620293	0.00664599	0.00664599	0.00664599	0.00635062
0.041	0.0118151	0.0107813	0.0101905	0.0104859	0.00974746	0.00930439	0.00886132	0.00886132	0.00945208	0.00945208	0.0091567	0.00945208	0.00886132	0.00827057	0.00827057	0.00827057	0.0103382	0.00930439	0.00827057	0.00886132	0.00900901	0.00856595	0.00886132	0.00812288	0.00797519	0.0078275	0.00753213	0.0078275	0.00767981	0.00753213	0.00723675	0.00708906	0.00767981	0.00723675	0.00679368	0.00708906	0.00797519	0.00738444	0.00723675	0.00575986	0.00723675	0.00708906	0.00723675	0.00708906	0.00694137	0.00694137	0.00635062	0.00708906	0.00635062	0.00635062	0.00620293	0.00723675	0.00635062	0.0064983	0.00664599	0.00635062	0.00767981
0.044	0.011372	0.0112243	0.0112243	0.0103382	0.00974746	0.0100428	0.00930439	0.00945208	0.00974746	0.00945208	0.00989514	0.0103382	0.00945208	0.00856595	0.00871363	0.00930439	0.011372	0.0153596	0.00797519	0.00900901	0.00945208	0.00930439	0.00886132	0.00841826	0.00767981	0.00767981	0.00753213	0.00812288	0.00767981	0.00738444	0.00767981	0.00753213	0.00738444	0.00723675	0.00679368	0.00694137	0.00738444	0.00664599	0.00694137	0.00590755	0.00738444	0.00694137	0.00708906	0.00664599	0.00679368	0.00723675	0.00664599	0.00664599	0.00664599	0.00694137	0.00679368	0.00723675	0.00664599	0.0064983	0.00723675	0.00679368	0.00605524
0.047	0.0125535	0.0115197	0.0112243	0.0118151	0.0112243	0.0104859	0.010929	0.00959977	0.00959977	0.00959977	0.0101905	0.00945208	0.00900901	0.00886132	0.00812288	0.00989514	0.0333777	0.0187565	0.00797519	0.0091567	0.00945208	0.00974746	0.00900901	0.0078275	0.00827057	0.00856595	0.00797519	0.00767981	0.00797519	0.00738444	0.00738444	0.00767981	0.0078275	0.00723675	0.00723675	0.0078275	0.00767981	0.00679368	0.00738444	0.00635062	0.0078275	0.00708906	0.00723675	0.00708906	0.00694137	0.00708906	0.00738444	0.00679368	0.00664599	0.00679368	0.00679368	0.00635062	0.00694137	0.00664599	0.00664599	0.00664599	0.00635062
0.05	0.0125535	0.0122582	0.0112243	0.010929	0.0103382	0.0106336	0.0100428	0.00989514	0.0101905	0.0100428	0.0100428	0.0107813	0.0091567	0.00945208	0.00827057	0.00959977	0.0366268	0.0221533	0.0091567	0.00959977	0.00930439	0.00930439	0.00945208	0.00827057	0.00812288	0.00812288	0.00812288	0.00812288	0.00767981	0.0078275	0.0078275	0.00753213	0.00723675	0.00738444	0.00723675	0.00753213	0.00753213	0.00723675	0.00753213	0.00679368	0.00812288	0.00753213	0.0078275	0.0078275	0.00708906	0.00708906	0.00738444	0.00664599	0.0064983	0.00723675	0.00694137	0.00679368	0.0064983	0.00635062	0.0064983	0.00679368	0.00664599
0.053	0.0128489	0.0122582	0.0119628	0.0110767	0.0112243	0.0112243	0.0104859	0.0101905	0.0106336	0.0103382	0.0101905	0.0103382	0.0106336	0.00900901	0.00974746	0.0100428	0.039876	0.0234825	0.0106336	0.00989514	0.00974746	0.0100428	0.00900901	0.00930439	0.00827057	0.00841826	0.00841826	0.00827057	0.0078275	0.00797519	0.00767981	0.00753213	0.0078275	0.00753213	0.00694137	0.00767981	0.00753213	0.00753213	0.00708906	0.0064983	0.00797519	0.00812288	0.00738444	0.00723675	0.00694137	0.00723675	0.00694137	0.00679368	0.00738444	0.00664599	0.00679368	0.00664599	0.00694137	0.00664599	0.0064983	0.0064983	0.00664599
0.056	0.0131443	0.0124059	0.0119628	0.0116674	0.011372	0.0110767	0.0112243	0.0101905	0.0110767	0.0112243	0.0107813	0.0103382	0.00974746	0.00930439	0.00900901	0.0106336	0.042682	0.0255501	0.0116674	0.0100428	0.0103382	0.0100428	0.0091567	0.00886132	0.00945208	0.00856595	0.00841826	0.00827057	0.00841826	0.00827057	0.00871363	0.00767981	0.00812288	0.00723675	0.00753213	0.00797519	0.00753213	0.00753213	0.00738444	0.00694137	0.00797519	0.00738444	0.00694137	0.00753213	0.00738444	0.00767981	0.00738444	0.00723675	0.00708906	0.00812288	0.00679368	0.00664599	0.00708906	0.00723675	0.00635062	0.0064983	0.00679368
