Reference Amplitude (V)	6200Hz	6250Hz	6300Hz	6350Hz	6400Hz	6450Hz	6500Hz	6550Hz	6600Hz	6650Hz	6700Hz	6750Hz	6800Hz	6850Hz	6900Hz	6950Hz	7000Hz	7050Hz	7100Hz	7150Hz	7200Hz	7250Hz	7300Hz	7350Hz	7400Hz	7450Hz	7500Hz	7550Hz	7600Hz	7650Hz	7700Hz	7750Hz	7800Hz	7850Hz	7900Hz	7950Hz	8000Hz	8050Hz	8100Hz	8150Hz	8200Hz	8250Hz	8300Hz	8350Hz	8400Hz	8450Hz	8500Hz	8550Hz	8600Hz	8650Hz	8700Hz	8750Hz	8800Hz	8850Hz	8900Hz	8950Hz	9000Hz
0.02	4.81014e-006	7.66444e-006	9.61622e-006	1.50072e-005	9.89378e-006	1.2412e-005	2.32699e-005	1.70121e-005	2.84112e-005	1.41086e-005	4.75682e-006	2.06805e-005	8.87911e-006	1.65128e-005	2.12221e-006	1.97398e-005	3.45802e-005	1.73842e-005	1.30969e-005	1.17135e-005	1.26917e-005	7.51594e-006	2.24523e-005	7.23358e-006	1.3588e-005	2.56462e-005	1.15316e-005	3.22768e-005	3.3301e-006	1.28896e-005	1.99961e-005	2.05877e-005	1.05641e-005	1.96925e-005	1.85177e-005	1.51004e-005	1.78063e-005	2.58486e-005	2.51641e-005	1.67264e-005	2.76208e-005	1.72458e-005	1.19765e-005	9.50987e-006	1.81197e-005	7.19906e-006	1.38572e-005	1.43727e-005	2.27975e-005	2.39245e-005	1.2399e-005	1.46098e-005	1.01204e-005	2.33481e-005	2.46025e-005	8.25935e-006	6.87298e-006
0.023	1.45975e-005	1.00168e-006	2.04527e-005	1.08278e-005	9.48063e-006	2.56344e-005	2.33308e-005	9.74939e-006	4.40176e-005	8.85804e-006	1.95398e-005	8.4185e-006	6.78421e-006	9.75065e-006	1.62437e-005	5.55531e-006	3.05111e-005	1.17985e-005	2.19927e-005	7.16628e-006	2.64205e-005	2.54361e-005	1.64998e-005	6.56177e-006	6.12645e-006	1.55097e-005	1.29593e-005	9.87554e-006	1.58726e-005	6.30639e-006	7.00298e-006	1.85436e-005	2.32658e-005	8.16852e-006	1.58472e-005	7.34551e-006	1.38813e-005	1.88128e-005	1.62711e-005	1.7615e-005	2.55672e-005	1.30915e-005	3.48441e-006	1.4541e-005	2.64118e-005	1.44706e-005	2.82677e-005	1.08694e-005	2.54707e-005	9.40385e-006	3.3618e-005	1.32286e-005	2.78668e-005	1.24834e-005	9.24736e-006	2.01684e-005	1.61036e-005
0.026	7.21152e-006	2.39948e-006	4.43398e-006	3.99385e-006	1.40469e-005	6.52913e-006	1.35064e-005	1.27628e-005	4.28285e-006	1.63114e-005	2.29697e-005	4.56559e-006	1.26468e-005	5.51602e-006	1.34973e-005	1.34383e-005	6.5604e-006	2.77089e-005	2.1187e-005	2.34227e-005	6.28136e-006	2.58823e-005	2.49713e-005	1.29979e-005	1.02878e-005	4.16397e-006	7.95574e-006	2.66951e-005	1.54332e-005	1.32643e-005	9.43215e-006	1.79229e-005	8.35202e-006	1.63449e-005	7.89089e-006	1.19821e-005	9.49694e-006	1.30591e-005	1.31558e-005	3.84927e-005	1.50244e-005	6.57161e-006	1.0928e-005	1.34459e-005	2.18515e-005	1.24285e-005	1.78004e-006	7.61756e-006	2.51725e-005	2.04654e-005	1.62068e-005	1.3801e-005	1.33472e-005	2.98248e-005	6.39096e-006	2.03276e-005	3.52634e-006
0.029	4.61134e-006	1.61933e-005	4.073e-006	1.01101e-006	1.62221e-005	1.96946e-005	2.49184e-005	6.32351e-006	1.54924e-005	1.51605e-005	9.56762e-006	1.91519e-005	1.56958e-005	1.25726e-005	1.02155e-005	9.64491e-006	2.98896e-005	1.33322e-005	1.74401e-005	6.97712e-006	8.19092e-006	9.82617e-006	1.77349e-005	1.24233e-006	1.39626e-005	3.19475e-006	1.31577e-005	2.25778e-005	8.90005e-006	8.00682e-006	1.67766e-005	1.89552e-005	6.76903e-006	1.2771e-005	1.39566e-005	1.84977e-005	3.19367e-005	7.01353e-006	2.62823e-005	1.93582e-005	2.74093e-005	7.80494e-006	5.11145e-006	8.84804e-007	1.41437e-005	2.01209e-005	1.86156e-005	2.80631e-005	2.15219e-005	1.78317e-005	1.50086e-005	3.96837e-006	1.65226e-005	1.82604e-005	1.24656e-005	2.82541e-005	1.825e-005
0.032	2.60955e-005	1.68829e-005	1.44123e-005	1.74117e-005	7.59888e-006	1.78469e-005	8.85405e-006	5.3496e-006	7.13134e-006	8.21777e-006	2.21187e-005	1.88089e-005	1.15487e-005	1.59143e-005	1.71635e-005	1.68887e-005	2.51687e-005	2.02203e-005	1.98584e-005	1.66944e-005	4.21249e-006	2.70724e-005	8.82205e-006	1.34765e-005	1.86495e-005	8.33091e-006	2.08982e-005	1.41448e-005	2.24943e-005	6.41475e-006	1.43724e-005	1.8025e-005	1.32087e-005	9.0425e-006	5.42646e-006	1.66638e-005	2.32817e-005	7.31485e-006	1.12333e-005	1.61201e-005	2.173e-005	3.6947e-005	1.76832e-005	1.7992e-005	1.46366e-005	6.16819e-006	2.18277e-006	1.77869e-005	1.14143e-005	1.87812e-005	1.96102e-005	7.66733e-006	1.54169e-005	5.45004e-006	1.70563e-005	6.47023e-006	1.99299e-005
0.035	8.32963e-006	3.3421e-006	1.41251e-005	1.73273e-005	7.24345e-006	2.59321e-005	4.66682e-006	2.90705e-005	1.14206e-005	4.13636e-006	1.46099e-005	3.51053e-006	2.56056e-005	8.4079e-006	2.24119e-005	3.9188e-005	9.66979e-006	1.17346e-005	1.91817e-005	9.30404e-006	6.70796e-006	6.9944e-006	3.25237e-005	1.66954e-005	4.18264e-006	1.11849e-005	9.70729e-006	2.41036e-005	2.5816e-005	1.8975e-005	3.04422e-005	1.20256e-005	1.11169e-005	1.5976e-005	2.24423e-005	7.85937e-006	2.42098e-005	2.32224e-005	9.63022e-006	2.45931e-005	2.23737e-005	1.8034e-005	3.73092e-006	1.86305e-005	8.91257e-006	2.67756e-005	1.53486e-005	7.25602e-006	1.19495e-005	2.42773e-005	9.72282e-006	9.61862e-006	3.33935e-006	1.77644e-005	8.35356e-006	9.22803e-006	1.47333e-005
0.038	3.60565e-005	3.14934e-006	9.97266e-006	9.15419e-006	1.26805e-005	1.71676e-005	1.31106e-005	2.0302e-005	8.11201e-006	1.02872e-005	1.00259e-005	7.84288e-006	6.80299e-007	1.43497e-005	2.31214e-005	8.19634e-006	1.98329e-005	1.02729e-005	1.77419e-005	1.10713e-005	1.2797e-005	1.34593e-005	9.59032e-006	1.16347e-005	1.80071e-005	1.20929e-005	1.51093e-005	1.6164e-005	1.32733e-005	1.30367e-005	7.46719e-006	2.0626e-005	6.48576e-006	1.33877e-005	3.87778e-006	1.58281e-005	5.51223e-006	1.20455e-005	1.57146e-005	1.90023e-005	3.37987e-006	2.94897e-005	9.53113e-006	1.41712e-005	1.9379e-005	6.47677e-006	4.66859e-006	1.89734e-005	1.56879e-005	3.12549e-005	6.87384e-006	2.75857e-005	8.85358e-006	1.13195e-005	2.85337e-005	9.81632e-006	9.80703e-006
0.041	1.95338e-005	9.4587e-006	1.62555e-005	1.68604e-006	2.2982e-005	9.23493e-006	4.70954e-006	2.86803e-005	2.13385e-005	7.15934e-006	1.45949e-005	1.40896e-005	1.34624e-005	1.07964e-005	3.27683e-005	2.36925e-005	2.323e-005	3.47419e-006	4.29934e-006	1.35127e-005	1.97773e-005	1.80049e-005	1.82345e-005	1.10123e-005	1.96156e-005	1.42285e-005	1.53052e-005	1.10344e-005	2.4344e-005	9.6777e-006	1.11819e-005	2.15813e-006	1.33043e-005	1.07144e-005	2.14697e-005	1.58413e-005	8.89248e-006	1.06332e-005	4.05511e-005	1.63385e-005	3.72819e-006	1.36006e-005	1.3447e-005	1.06975e-005	1.44494e-005	1.22118e-005	1.81898e-005	7.25159e-006	2.24273e-005	1.22227e-005	2.31319e-006	9.85889e-006	2.20124e-005	1.75364e-005	3.91256e-006	2.96213e-005	2.3942e-005
0.044	1.67799e-005	2.07039e-005	1.96663e-005	7.33778e-006	2.06806e-005	7.51369e-006	3.08409e-005	1.21893e-005	2.23726e-005	1.20618e-005	1.67026e-005	1.47802e-005	1.16929e-005	8.99404e-006	2.01815e-005	2.03921e-005	4.2585e-005	7.92468e-006	2.47085e-005	8.81891e-006	4.89942e-006	1.69105e-005	2.01436e-005	1.6282e-005	9.70021e-006	3.26634e-006	1.12284e-005	6.33075e-006	1.31161e-005	1.40066e-005	2.45771e-005	1.48436e-005	5.59008e-006	5.07651e-006	3.23057e-005	1.12712e-005	1.17933e-006	1.0046e-005	1.15205e-005	1.31314e-005	1.65154e-005	8.6656e-006	6.18641e-006	1.31301e-005	1.14355e-005	1.8275e-005	1.4388e-005	1.45055e-005	2.48505e-005	8.26348e-007	1.44892e-005	1.92288e-005	1.26156e-005	3.96006e-006	1.61095e-005	2.27237e-005	1.78337e-005
0.047	1.68767e-005	7.71696e-006	4.60506e-006	1.6371e-005	4.84546e-006	2.5433e-005	6.66881e-006	1.18316e-005	2.42058e-005	7.85877e-006	3.46532e-005	1.29999e-005	7.21687e-006	3.24083e-005	2.40824e-005	1.49302e-005	0.000374416	2.42907e-005	1.97852e-005	4.65987e-006	5.29167e-006	1.2219e-005	1.48872e-005	9.77825e-006	1.25302e-005	1.59532e-005	4.09519e-006	1.27824e-005	1.04987e-005	7.07511e-006	2.0712e-005	2.13897e-005	1.29355e-005	1.05922e-005	3.2336e-005	2.27759e-005	1.57306e-005	5.88841e-006	1.94311e-005	7.85495e-006	2.08577e-005	5.36542e-006	1.47821e-005	3.11121e-005	1.07309e-005	2.03318e-005	8.82777e-006	1.30542e-005	3.38793e-006	1.97817e-005	1.48798e-005	3.37632e-006	1.3531e-005	1.24005e-005	3.15608e-005	6.687e-006	2.22368e-005
