Reference Amplitude (V)	9000Hz	9050Hz	9100Hz	9150Hz	9200Hz	9250Hz	9300Hz	9350Hz	9400Hz	9450Hz	9500Hz	9550Hz	9600Hz	9650Hz	9700Hz	9750Hz	9800Hz	9850Hz	9900Hz	9950Hz	10000Hz	10050Hz	10100Hz	10150Hz	10200Hz	10250Hz	10300Hz	10350Hz	10400Hz	10450Hz	10500Hz
0.05	-0.584442	2.68654	1.48877	-0.740155	3.01805	-0.0870089	1.97744	-0.410957	-3.05933	-0.100765	1.22738	0.367244	0.247898	-1.81392	-2.14117	2.77777	-3.02407	1.52543	-2.79469	2.40056	1.21351	-2.46243	2.65691	1.11622	-0.308692	0.624687	1.84709	2.4421	2.42372	1.43342	0.146536
0.053	-0.165462	1.5394	-0.0377404	-0.852075	0.390325	-2.67166	0.349655	3.10011	-2.04142	1.36651	2.08513	2.83337	-2.61833	2.43811	-2.43227	-0.151221	-0.835844	-2.86064	-2.84133	2.66304	-1.35567	-2.09514	0.315612	-2.65252	-1.52825	0.622876	-2.87447	1.38754	-0.741268	1.25207	2.1751
0.056	2.90546	-1.90072	-1.2995	2.49744	-0.244454	2.76606	1.82969	-2.08218	-2.13156	-1.264	0.527907	0.107346	2.04995	1.71002	0.381176	0.684903	2.72271	-1.18836	2.29011	-2.00346	-2.85067	0.279478	-1.80094	1.63426	-0.118674	2.35342	-1.49479	1.25497	-2.0267	-0.392547	0.868101
0.059	2.73381	-1.67017	2.27466	-2.07425	1.68983	2.66703	2.53368	-1.21373	0.231772	-2.21329	-1.50532	-1.94997	-2.74487	-0.734303	1.90973	-0.56743	2.4198	2.49744	-1.13463	-2.73051	2.37534	-3.08166	0.761598	1.77432	2.10507	0.0180706	1.9538	2.45964	-1.41603	0.10715	0.846503
0.062	-2.44723	0.561548	-2.87877	-3.07937	-1.24594	0.240869	-1.22672	-1.85059	1.09849	3.11255	-2.35124	1.66201	1.62289	0.402337	1.90823	-2.42978	0.92761	-1.56893	1.38967	-2.74057	2.01463	-0.89694	-0.321493	-1.82229	0.0455014	-0.465243	0.150651	0.327137	2.46399	-2.18001	2.60237
0.065	2.69373	-0.207956	1.20087	-1.97445	1.14647	-0.290704	-2.57775	-0.806723	-1.17509	2.16018	-2.34138	-3.01578	-0.417189	1.73212	-1.68656	-1.66396	2.00985	1.0332	-0.478765	0.128655	2.0016	-1.03978	-0.664976	2.00692	1.97753	-2.75721	-1.86724	-2.39316	2.78377	-2.16604	2.06892
0.068	2.92034	2.14849	-1.4525	2.9348	-1.17683	1.63027	-0.583571	1.88	-0.737437	2.01512	-0.387308	2.12486	-0.499308	-2.74982	-2.80025	-2.22342	1.08035	0.43465	1.58453	0.628854	1.91119	-1.69708	-0.213155	2.67297	-3.01899	2.06425	1.71746	1.65458	-2.76889	-0.244292	-0.106359
0.071	2.62451	-2.39899	2.48217	-1.11788	2.51593	1.82713	-0.523751	0.768316	-0.476017	-2.9083	2.64342	-0.29399	-2.01341	2.35482	-1.55037	-1.12976	-0.107975	-2.37485	-1.1292	-0.205128	-0.169888	1.43144	-3.09043	0.865689	0.8766	1.45554	2.51778	0.327687	2.42916	2.11606	0.420268
0.074	-0.747945	0.980138	-0.498002	-2.50316	-2.65613	2.53221	2.6775	-0.948358	0.310955	0.315136	0.342622	1.74466	0.665291	-2.51476	0.100935	0.313796	0.418016	1.71867	-1.90065	0.728778	-0.632844	-1.04338	1.9025	2.46576	-0.89089	2.34316	-1.00042	-3.00679	2.59777	-0.705634	-0.116221
0.077	0.589903	-0.669263	1.47324	0.594573	-2.69717	3.01047	0.259586	1.19759	1.12793	-1.28466	-1.49934	-0.475973	-2.3389	2.54447	-1.05557	-0.193476	2.60987	-0.321233	-1.08405	0.605758	-2.9886	-2.88964	2.23965	2.65637	1.87246	2.20355	0.908882	0.881739	1.18674	-0.525166	1.95615
0.08	-0.905706	-1.21996	-1.14864	0.995278	3.00086	2.15732	2.069	0.841965	2.59446	-1.98155	2.77262	0.469543	1.59213	-2.98626	-2.55466	-0.936091	1.20595	2.66977	-1.63326	0.370088	0.165116	0.574599	1.73081	-2.46671	2.14584	2.39036	-0.809408	-2.95631	-1.79941	-0.830853	0.968618
0.083	2.13859	-2.26488	1.04751	-0.243982	-0.384722	0.474023	-2.33315	-1.19317	-0.381818	-2.82074	2.42171	-0.0332423	2.83433	1.28564	1.30127	-0.420408	0.766432	0.876064	2.93472	-1.29071	-1.73541	1.33141	1.1001	-1.48639	1.46013	-2.44713	-0.855721	2.69375	2.5756	-1.36427	-0.651538
0.086	0.951712	0.531238	-0.4506	0.619438	2.95638	-1.79074	-1.18406	2.43179	1.61218	-0.179184	0.896265	-1.40498	2.933	0.113434	-2.15541	-0.0432295	2.7175	-1.36671	2.52968	1.46035	-1.28123	2.45919	-0.697035	0.471397	-1.80032	-1.05566	2.61352	-2.90759	1.29022	1.47487	0.178176
0.089	-0.791124	2.77694	1.54732	-2.57048	0.241474	0.580688	0.508905	2.71216	1.07147	-2.55036	-1.15684	0.2847	-0.0490892	0.850258	-1.41035	0.732627	3.08974	0.697372	2.29824	-0.495865	1.48849	-2.14832	-1.32242	0.527749	-1.99589	-0.899459	-1.92637	1.24289	-1.05319	-0.44451	-1.05193
0.092	0.459954	0.543063	-0.0692415	2.3425	0.0742304	0.499571	-0.408719	1.91991	1.85487	-2.26299	2.67802	1.16214	0.958843	-1.17876	1.49533	-0.262215	3.07865	1.21152	2.34873	1.79413	-0.501243	0.665077	-0.135726	0.0380213	0.708716	-0.118359	2.19023	0.0905274	1.3935	1.51604	-1.52886
0.095	-2.79498	1.06271	-1.68912	-1.07874	-2.43651	0.31519	1.61028	-2.78175	1.13171	2.73309	-1.58473	-1.50632	1.95503	-0.817441	0.283892	-0.250489	-2.63796	-1.02776	-1.84422	1.22555	1.84427	0.102386	-0.329707	-0.948519	1.42938	-1.92932	-3.02105	-0.44322	2.74841	1.35045	-1.18341
0.098	2.13128	3.1269	1.50984	-2.73487	-0.970773	-1.67253	1.70729	2.40944	2.88967	0.84059	-2.60575	-0.42583	-2.99308	-0.183677	-0.735932	-2.69465	-0.401372	1.10606	1.7944	-1.63211	1.37246	0.481063	-2.71571	-1.06013	0.00196447	1.5438	2.24077	1.66412	-1.25411	1.98189	2.83645
0.101	2.60967	-3.13782	1.11592	0.728132	-2.9709	-2.34283	-0.23713	3.08218	2.78987	1.04546	3.0014	3.04862	-2.13193	-3.05011	2.74458	-1.47026	-3.1226	1.60558	-1.5118	1.19128	1.73693	-0.495708	2.90303	1.49346	-2.77782	1.83062	-2.47066	1.1757	-0.766535	-1.47478	2.86533
0.104	2.04345	0.681075	1.98986	1.74525	-0.641816	1.55373	-0.769541	-2.01117	-1.41891	-0.288826	2.1083	2.54	-0.985525	2.22747	2.23526	0.569157	-2.51263	-1.51837	2.11636	-2.03858	-0.870351	1.25166	0.480288	1.96848	-2.22718	2.28849	-2.39369	-2.53314	-2.21594	2.79933	2.48606
0.107	-0.465754	-2.72724	-0.395247	2.95612	1.64794	2.63393	0.205645	-1.02632	0.453173	-1.49791	0.662319	-0.0647237	0.509481	3.06354	-0.0407993	0.994256	2.82796	3.11489	-2.20405	-0.000600135	-2.29785	1.19352	1.84245	-1.20825	0.747205	0.522735	-1.87604	1.76119	-1.88579	-0.480244	-1.7105
0.11	1.67448	0.861012	-2.03466	-0.251468	-0.13665	-1.80258	-1.40031	2.24194	1.62619	2.46845	-1.54046	0.279287	2.86223	-0.549702	-0.475615	2.30589	-0.646557	-0.711448	-0.717822	-0.446057	-0.750462	-0.817653	2.65143	-2.41596	0.585416	-1.06744	-0.378622	-2.84815	-1.81069	-1.76501	-2.19088
0.113	2.8101	0.776936	-1.79421	-0.403306	0.524456	0.0178364	-1.46194	2.57719	-0.42258	1.94917	-2.6303	1.01339	1.02894	-2.30338	-1.80471	-1.5671	-2.08756	-2.83686	1.45374	-0.0874423	-1.87544	-1.74359	1.07792	-2.57762	0.805943	-0.933966	-0.27594	2.70595	-0.345999	-1.37093	-0.19122
0.116	1.4868	0.868845	-2.93495	0.653535	-1.64995	-2.57503	-1.4186	0.0308878	0.476591	-1.99319	3.13557	0.0295885	-1.76433	1.17138	-1.49269	1.73656	0.166337	-1.16954	-2.59274	-0.925034	2.11706	1.26092	2.53174	2.737	-0.332098	1.63024	-0.35146	2.52163	0.416663	2.11545	0.399825
0.119	-1.23986	0.216359	-2.50678	0.344409	1.30457	-0.478673	-1.56365	-1.50705	1.15128	2.49008	0.147723	0.402252	1.9953	2.43174	-2.96672	0.573082	-1.29122	-1.1344	-1.13924	1.10711	-0.135784	-2.72531	0.507907	-1.46138	0.897473	-0.102919	2.90712	-2.95578	-0.316846	2.24051	-1.14413
0.122	-1.57327	0.656938	-1.02932	-0.302494	2.88842	-2.37593	2.80774	-2.56828	2.48866	0.301647	2.20001	0.585995	3.07632	0.862187	2.31593	-1.39347	2.20284	-0.718882	-0.433804	2.34321	2.50224	-1.77705	2.49317	-2.98456	-1.08836	-2.98301	2.46533	0.614632	-2.12498	-2.66959	2.47827
0.125	-2.04261	2.20585	-0.010962	-1.89145	3.02079	-2.94923	-1.84783	-2.62693	-2.7962	2.72945	-2.9959	2.85386	-2.69647	1.76344	0.551038	0.00871167	-0.979915	1.52986	0.445536	1.93452	-2.7943	0.123802	-1.43191	2.92621	-1.39963	2.07692	1.99131	0.816143	0.231668	0.151499	-1.75762
0.128	-2.10482	2.48888	0.562867	-3.07725	2.76564	-0.593716	1.14118	-0.711682	-1.06002	3.00842	-2.3892	2.20294	2.13363	0.616562	1.46416	-1.38286	-2.40514	0.705254	-2.2889	-2.78923	-0.0472562	1.16145	0.854004	-1.1636	-2.93577	-2.11684	-2.91489	-1.58252	2.69736	-1.92365	-1.62922
0.131	-0.807448	0.63057	0.535352	-2.06226	-2.97212	-1.30596	2.76857	0.269412	2.52223	2.33702	2.33271	-2.76273	2.27239	-0.0897672	2.94208	2.58812	2.23575	3.02342	0.599997	-1.22436	2.25934	-0.802693	0.980546	-0.685397	-2.74451	0.525645	-3.10942	0.141706	2.95052	-1.71882	-0.825932
0.134	-2.20888	-1.93299	-3.0749	1.8912	-1.60073	-0.746669	-3.10624	-2.42419	3.11196	-1.01438	-1.58826	0.374791	1.56826	0.988047	2.06797	1.38616	-3.03217	1.81783	0.00342834	1.82925	1.94134	-2.60216	-1.5813	1.82373	-1.03927	3.07377	-2.1745	-2.96871	1.15986	0.613198	-0.577212
0.137	-2.98903	-2.45261	2.18538	-0.0140133	-3.03261	-0.0569467	0.194649	0.508432	0.127363	1.76108	0.00385109	1.21411	-1.59489	1.28121	2.84711	-1.0284	0.190033	-2.0077	0.778044	-0.696035	-1.43758	-0.229906	3.08634	2.14419	0.985168	2.80276	0.164768	2.24819	-0.492331	-1.36943	-0.748152
0.14	1.40717	0.432357	2.76617	2.32582	-0.367411	-1.86018	-2.38176	-2.02662	2.91127	0.764507	1.59033	0.639277	-0.440187	-1.19141	-0.426396	2.28393	-0.367695	-1.54994	2.97371	-1.58151	-2.98728	-1.18852	2.07813	-1.21328	1.81822	-2.16933	2.0443	1.95925	2.58297	-2.93312	-0.889304
0.143	-1.27788	-0.38871	0.605482	2.80777	0.956749	0.655474	-2.5642	-2.66771	2.30921	-0.969857	2.34566	-0.457327	-1.51252	-2.49033	-0.630604	2.23369	-3.11567	-2.53564	2.35902	-1.03805	-2.51176	0.524044	-3.03986	-2.85549	-2.47627	1.97014	-2.16311	3.03306	2.88059	1.43968	2.3526
0.146	-1.77028	3.03506	0.845148	-1.013	-0.558404	-3.04192	0.885377	-1.11907	-2.13987	-1.40676	2.37119	-1.75808	-1.73696	-0.124933	1.00962	1.3083	-2.69785	-2.53983	-0.321897	-2.70968	0.168967	2.04551	-1.61694	-0.179396	2.08213	0.345626	1.73886	-1.81148	1.30443	-0.0803754	1.00104
0.149	-0.775895	-2.46157	1.29673	0.803995	-1.8678	-1.21796	1.04594	-0.677786	-0.114042	1.39314	-2.34385	1.40796	-1.83309	-2.24531	-1.70227	-1.17619	1.40833	-2.545	-0.317847	0.168451	-2.34615	0.79878	1.14702	1.47086	0.78208	3.12539	0.0162961	2.8676	-0.55919	1.47206	1.62889
